BookingID,CustomerID,TurfID,BookingDate,BookingTime,SlotStartTime,SlotEndTime,DurationHours,NumberOfPlayers,SportType,Amount,BookingStatus,BookingChannel,PromoCodeUsed
BKG004390,CUST00299,TURF035,2026-01-03,01:58:42,15:00,16:00,1,19,Volleyball,800,Confirmed,Walk-in,FIRST50
BKG004391,CUST02387,TURF041,2026-01-19,01:18:29,11:00,12:00,1,8,Volleyball,2000,Completed,Walk-in,SUMMER20
BKG004392,CUST01103,TURF008,2024-02-16,09:15:02,06:00,07:00,1,20,Cricket,1000,Completed,Phone Call,FLAT100
BKG004393,CUST00123,TURF010,2024-04-22,00:04:50,19:00,20:00,1,7,Pickleball,2500,Confirmed,Phone Call,NONE
BKG004394,CUST00597,TURF045,2026-01-20,15:48:20,21:00,22:00,1,9,Hockey,2500,Completed,Mobile App,FLAT100
BKG004395,CUST00860,TURF025,2024-09-03,19:42:38,19:00,20:00,1,16,Pickleball,2500,Confirmed,Mobile App,FIRST50
BKG004396,CUST02332,TURF023,2025-05-09,19:16:21,06:00,07:00,1,21,Tennis,1500,No-Show,Website,NONE
BKG004397,CUST01914,TURF026,2025-02-08,16:04:04,14:00,15:00,1,18,Basketball,1500,Confirmed,Mobile App,SUMMER20
BKG004398,CUST00505,TURF002,2025-04-21,06:00:59,19:00,20:00,1,9,Basketball,2500,No-Show,Website,NONE
BKG004399,CUST02465,TURF018,2026-03-03,12:40:39,07:00,08:00,1,15,Pickleball,1200,Pending,Website,NONE
BKG004400,CUST00750,TURF024,2025-06-06,18:06:54,13:00,14:00,1,9,Volleyball,1000,Confirmed,Mobile App,NONE
BKG004401,CUST02495,TURF003,2024-08-21,16:47:34,14:00,15:00,1,7,Cricket,1000,Completed,Phone Call,NONE
BKG004402,CUST01037,TURF015,2024-02-08,19:19:50,17:00,18:00,1,16,Football,2500,Completed,Phone Call,NONE
BKG004403,CUST02388,TURF015,2025-09-09,04:05:46,21:00,22:00,1,9,Football,2500,Cancelled,Phone Call,FIRST50
BKG004404,CUST01553,TURF013,2026-01-05,16:35:20,15:00,16:00,1,18,Badminton,1500,Confirmed,Website,NONE
BKG004405,CUST01931,TURF041,2026-05-06,04:25:10,18:00,19:00,1,17,Volleyball,2000,Completed,Website,FIRST50
BKG004406,CUST01840,TURF031,2024-12-30,00:29:40,14:00,15:00,1,17,Football,2000,No-Show,Phone Call,FIRST50
BKG004407,CUST02307,TURF019,2024-12-08,02:17:35,21:00,22:00,1,15,Football,1000,Completed,Mobile App,NONE
BKG004408,CUST01366,TURF025,2024-02-27,00:51:58,12:00,13:00,1,20,Pickleball,2500,Confirmed,Phone Call,NONE
BKG004409,CUST02395,TURF003,2025-10-21,21:28:54,12:00,13:00,1,20,Cricket,1000,Completed,Phone Call,WEEKEND10
BKG004410,CUST01682,TURF021,2026-02-07,01:48:35,13:00,14:00,1,20,Tennis,2500,Cancelled,Website,NONE
BKG004411,CUST01406,TURF009,2025-11-10,07:23:24,11:00,12:00,1,20,Badminton,1000,Completed,Walk-in,WEEKEND10
BKG004412,CUST02390,TURF013,2025-11-11,12:13:20,10:00,11:00,1,4,Badminton,1500,Confirmed,Walk-in,NONE
BKG004413,CUST00931,TURF026,2025-05-20,05:18:57,09:00,10:00,1,16,Basketball,1500,Cancelled,Phone Call,NONE
BKG004414,CUST00500,TURF001,2024-10-20,03:27:52,10:00,11:00,1,5,Basketball,1000,Completed,Walk-in,NONE
BKG004415,CUST00862,TURF023,2025-02-08,17:35:44,21:00,22:00,1,22,Tennis,1500,Completed,Walk-in,NONE
BKG004416,CUST01847,TURF012,2024-08-04,09:14:47,13:00,14:00,1,9,Badminton,1000,Cancelled,Mobile App,SUMMER20
BKG004417,CUST01188,TURF004,2025-12-06,08:36:13,10:00,11:00,1,22,Football,1000,Cancelled,Walk-in,NONE
BKG004418,CUST01718,TURF005,2024-03-01,21:47:40,06:00,07:00,1,16,Badminton,1200,Completed,Phone Call,NONE
BKG004419,CUST01018,TURF025,2024-09-24,02:26:42,17:00,18:00,1,8,Pickleball,2500,Confirmed,Walk-in,NONE
BKG004420,CUST01582,TURF029,2024-06-24,23:01:35,08:00,09:00,1,17,Pickleball,2000,Completed,Website,NONE
BKG004421,CUST01928,TURF041,2026-03-09,18:22:52,11:00,12:00,1,13,Volleyball,2000,Completed,Phone Call,NONE
BKG004422,CUST00516,TURF002,2026-03-03,06:00:04,08:00,09:00,1,4,Basketball,2500,Confirmed,Mobile App,NONE
BKG004423,CUST00420,TURF038,2025-02-17,17:08:01,22:00,23:00,1,8,Tennis,800,Confirmed,Website,SUMMER20
BKG004424,CUST02227,TURF012,2025-09-06,22:47:52,08:00,09:00,1,11,Badminton,1000,Cancelled,Walk-in,SUMMER20
BKG004425,CUST01664,TURF038,2024-07-27,13:37:19,09:00,10:00,1,20,Tennis,800,Completed,Walk-in,NONE
BKG004426,CUST00057,TURF021,2025-02-26,10:28:41,17:00,18:00,1,9,Tennis,2500,Confirmed,Mobile App,NONE
BKG004427,CUST00573,TURF027,2024-09-07,02:39:04,09:00,10:00,1,19,Badminton,1800,Completed,Website,NONE
BKG004428,CUST01520,TURF045,2024-12-26,05:28:02,19:00,20:00,1,18,Hockey,2500,Confirmed,Mobile App,NONE
BKG004429,CUST00357,TURF032,2025-02-15,01:44:34,22:00,23:00,1,8,Cricket,800,Confirmed,Walk-in,FIRST50
BKG004430,CUST00947,TURF006,2024-07-21,08:16:07,09:00,10:00,1,12,Cricket,1500,Confirmed,Website,NONE
BKG004431,CUST01457,TURF009,2024-03-30,08:29:51,15:00,16:00,1,5,Badminton,1000,Completed,Mobile App,FIRST50
BKG004432,CUST01640,TURF009,2025-01-18,02:25:52,14:00,15:00,1,5,Badminton,1000,No-Show,Website,NONE
BKG004433,CUST00486,TURF008,2025-07-31,03:20:55,21:00,22:00,1,21,Cricket,1000,No-Show,Website,WEEKEND10
BKG004434,CUST00061,TURF011,2024-04-09,04:36:05,16:00,17:00,1,5,Volleyball,2500,Completed,Mobile App,FIRST50
BKG004435,CUST00192,TURF038,2024-06-19,11:59:25,22:00,23:00,1,11,Tennis,800,Completed,Walk-in,SUMMER20
BKG004436,CUST01297,TURF004,2024-01-31,08:12:05,11:00,12:00,1,20,Football,1000,Completed,Phone Call,SUMMER20
BKG004437,CUST00567,TURF028,2026-06-17,01:56:15,21:00,22:00,1,15,Volleyball,1500,Completed,Walk-in,NONE
BKG004438,CUST02209,TURF031,2024-06-03,18:42:41,08:00,09:00,1,15,Football,2000,No-Show,Website,SUMMER20
BKG004439,CUST02064,TURF021,2025-07-20,07:08:29,07:00,08:00,1,20,Tennis,2500,Completed,Website,NONE
BKG004440,CUST02350,TURF041,2026-01-16,16:18:19,11:00,12:00,1,8,Volleyball,2000,Cancelled,Phone Call,NONE
BKG004441,CUST00673,TURF006,2024-05-19,06:38:26,11:00,12:00,1,22,Cricket,1500,Completed,Website,WEEKEND10
BKG004442,CUST01171,TURF050,2024-02-22,17:47:59,08:00,09:00,1,6,Badminton,1800,Confirmed,Phone Call,SUMMER20
BKG004443,CUST01005,TURF038,2024-07-04,21:04:42,17:00,18:00,1,8,Tennis,800,Confirmed,Website,NONE
BKG004444,CUST00889,TURF011,2024-10-15,20:51:13,22:00,23:00,1,10,Volleyball,2500,Confirmed,Walk-in,NONE
BKG004445,CUST00809,TURF033,2024-04-17,21:35:39,08:00,09:00,1,17,Badminton,1000,Confirmed,Phone Call,NONE
BKG004446,CUST01471,TURF020,2025-01-26,16:20:34,16:00,17:00,1,17,Basketball,1500,Cancelled,Walk-in,SUMMER20
BKG004447,CUST01422,TURF019,2025-06-24,13:53:11,15:00,16:00,1,19,Football,1000,Completed,Walk-in,FIRST50
BKG004448,CUST01292,TURF007,2024-01-29,05:11:49,20:00,21:00,1,8,Pickleball,1500,Completed,Mobile App,NONE
BKG004449,CUST00158,TURF029,2024-03-15,06:33:07,07:00,08:00,1,14,Pickleball,2000,Confirmed,Mobile App,NONE
BKG004450,CUST00187,TURF019,2025-07-09,00:13:48,06:00,07:00,1,17,Football,1000,Confirmed,Phone Call,WEEKEND10
BKG004451,CUST00266,TURF030,2025-08-11,06:22:06,21:00,22:00,1,18,Football,2500,Completed,Phone Call,NONE
BKG004452,CUST00313,TURF031,2024-03-18,06:30:40,08:00,09:00,1,13,Football,2000,Completed,Website,NONE
BKG004453,CUST01661,TURF028,2026-03-27,10:52:37,20:00,21:00,1,17,Volleyball,1500,Completed,Walk-in,NONE
BKG004454,CUST01141,TURF013,2026-03-20,06:23:38,18:00,19:00,1,6,Badminton,1500,Confirmed,Mobile App,NONE
BKG004455,CUST00602,TURF040,2026-06-09,08:40:43,15:00,16:00,1,10,Basketball,2000,Completed,Website,WEEKEND10
BKG004456,CUST01684,TURF007,2025-01-17,23:22:28,18:00,19:00,1,11,Pickleball,1500,No-Show,Mobile App,NONE
BKG004457,CUST01574,TURF027,2025-10-22,16:09:14,16:00,17:00,1,13,Badminton,1800,No-Show,Phone Call,NONE
BKG004458,CUST01289,TURF024,2025-10-28,17:07:09,09:00,10:00,1,21,Volleyball,1000,Confirmed,Walk-in,NONE
BKG004459,CUST02319,TURF013,2026-03-15,07:44:50,14:00,15:00,1,22,Badminton,1500,Completed,Phone Call,NONE
BKG004460,CUST02494,TURF006,2024-09-20,12:43:47,14:00,15:00,1,14,Cricket,1500,Completed,Phone Call,NONE
BKG004461,CUST00658,TURF033,2024-12-16,09:17:04,10:00,11:00,1,8,Badminton,1000,Confirmed,Phone Call,WEEKEND10
BKG004462,CUST02288,TURF044,2025-05-13,19:36:36,22:00,23:00,1,22,Hockey,1000,Completed,Walk-in,SUMMER20
BKG004463,CUST01585,TURF022,2025-07-01,15:44:40,10:00,11:00,1,13,Volleyball,1800,Pending,Mobile App,NONE
BKG004464,CUST00181,TURF033,2025-07-07,16:40:24,16:00,17:00,1,16,Badminton,1000,Cancelled,Phone Call,SUMMER20
BKG004465,CUST01647,TURF016,2025-08-24,03:47:38,17:00,18:00,1,22,Cricket,2000,Pending,Mobile App,WEEKEND10
BKG004466,CUST01644,TURF025,2025-12-20,10:24:56,11:00,12:00,1,12,Pickleball,2500,Pending,Website,WEEKEND10
BKG004467,CUST00011,TURF037,2025-10-02,13:52:45,21:00,22:00,1,20,Tennis,1500,Completed,Walk-in,FIRST50
BKG004468,CUST02162,TURF010,2024-11-07,19:07:29,22:00,23:00,1,6,Pickleball,2500,Completed,Mobile App,NONE
BKG004469,CUST00214,TURF016,2024-03-02,04:23:21,18:00,19:00,1,14,Cricket,2000,Confirmed,Walk-in,NONE
BKG004470,CUST01973,TURF016,2024-03-27,23:38:27,19:00,20:00,1,12,Cricket,2000,Confirmed,Website,WEEKEND10
BKG004471,CUST00417,TURF030,2024-03-03,01:52:38,09:00,10:00,1,11,Football,2500,Confirmed,Website,NONE
BKG004472,CUST00726,TURF014,2024-08-30,19:32:00,07:00,08:00,1,17,Basketball,1500,Confirmed,Website,FIRST50
BKG004473,CUST01799,TURF049,2024-09-26,22:52:22,14:00,15:00,1,16,Tennis,800,Cancelled,Walk-in,NONE
BKG004474,CUST01332,TURF009,2025-10-21,19:17:47,17:00,18:00,1,16,Badminton,1000,Confirmed,Walk-in,FLAT100
BKG004475,CUST02106,TURF011,2025-03-12,10:56:00,15:00,16:00,1,19,Volleyball,2500,Completed,Phone Call,NONE
BKG004476,CUST00209,TURF014,2026-01-07,12:36:52,19:00,20:00,1,7,Basketball,1500,No-Show,Phone Call,SUMMER20
BKG004477,CUST01497,TURF030,2024-03-05,05:05:50,19:00,20:00,1,21,Football,2500,Completed,Phone Call,SUMMER20
BKG004478,CUST01200,TURF022,2025-07-24,11:41:10,20:00,21:00,1,19,Volleyball,1800,Completed,Website,FIRST50
BKG004479,CUST01294,TURF014,2026-01-11,20:06:50,17:00,18:00,1,15,Basketball,1500,Completed,Mobile App,WEEKEND10
BKG004480,CUST00638,TURF022,2025-02-24,20:11:49,21:00,22:00,1,12,Volleyball,1800,Completed,Website,NONE
BKG004481,CUST02360,TURF031,2025-12-03,07:23:03,11:00,12:00,1,20,Football,2000,Cancelled,Mobile App,NONE
BKG004482,CUST01951,TURF017,2025-01-27,19:29:55,15:00,16:00,1,20,Tennis,1200,Completed,Walk-in,NONE
BKG004483,CUST00266,TURF027,2024-05-21,23:56:29,08:00,09:00,1,19,Badminton,1800,No-Show,Website,SUMMER20
BKG004484,CUST00353,TURF049,2025-09-29,14:55:47,11:00,12:00,1,7,Tennis,800,Completed,Mobile App,NONE
BKG004485,CUST02430,TURF021,2025-02-19,02:33:01,14:00,15:00,1,20,Tennis,2500,Completed,Walk-in,NONE
BKG004486,CUST00824,TURF042,2026-06-18,00:09:27,14:00,15:00,1,12,Badminton,1500,Confirmed,Website,NONE
BKG004487,CUST02262,TURF035,2024-04-21,12:28:50,06:00,07:00,1,9,Volleyball,800,Completed,Phone Call,NONE
BKG004488,CUST02039,TURF011,2024-01-30,11:24:36,07:00,08:00,1,6,Volleyball,2500,Cancelled,Mobile App,FIRST50
BKG004489,CUST01039,TURF002,2025-01-18,08:29:19,12:00,13:00,1,22,Basketball,2500,Completed,Mobile App,FIRST50
BKG004490,CUST01450,TURF001,2026-02-12,16:39:51,14:00,15:00,1,9,Basketball,1000,Confirmed,Mobile App,NONE
BKG004491,CUST02156,TURF035,2024-06-27,17:57:30,06:00,07:00,1,21,Volleyball,800,Completed,Phone Call,NONE
BKG004492,CUST01364,TURF011,2024-02-06,06:17:44,08:00,09:00,1,19,Volleyball,2500,Pending,Mobile App,NONE
BKG004493,CUST01701,TURF039,2026-02-18,16:58:54,08:00,09:00,1,14,Cricket,2500,Confirmed,Mobile App,NONE
BKG004494,CUST00894,TURF050,2025-01-14,13:28:22,13:00,14:00,1,5,Badminton,1800,Confirmed,Mobile App,NONE
BKG004495,CUST01893,TURF037,2024-08-08,06:31:26,17:00,18:00,1,18,Tennis,1500,Completed,Website,NONE
BKG004496,CUST01896,TURF002,2024-02-02,03:36:33,16:00,17:00,1,21,Basketball,2500,Completed,Website,NONE
BKG004497,CUST00744,TURF041,2024-02-25,09:08:53,19:00,20:00,1,20,Volleyball,2000,Confirmed,Mobile App,NONE
BKG004498,CUST00570,TURF002,2026-05-15,06:25:52,21:00,22:00,1,6,Basketball,2500,Completed,Mobile App,NONE
BKG004499,CUST01391,TURF018,2025-08-20,16:18:00,13:00,14:00,1,7,Pickleball,1200,Cancelled,Phone Call,NONE
BKG004500,CUST02014,TURF003,2024-01-06,06:48:02,22:00,23:00,1,17,Cricket,1000,Completed,Mobile App,NONE
BKG004501,CUST01992,TURF018,2025-09-27,04:55:39,13:00,14:00,1,21,Pickleball,1200,Confirmed,Website,NONE
BKG004502,CUST01248,TURF041,2024-09-08,11:33:51,11:00,12:00,1,6,Volleyball,2000,Completed,Mobile App,SUMMER20
BKG004503,CUST01623,TURF009,2024-07-12,09:22:52,06:00,07:00,1,16,Badminton,1000,Completed,Website,WEEKEND10
BKG004504,CUST02204,TURF027,2026-02-16,10:16:54,16:00,17:00,1,18,Badminton,1800,Confirmed,Website,WEEKEND10
BKG004505,CUST01065,TURF046,2024-07-26,12:04:03,20:00,21:00,1,10,Football,800,Confirmed,Website,NONE
BKG004506,CUST00444,TURF008,2024-01-21,02:01:06,14:00,15:00,1,15,Cricket,1000,Completed,Website,FIRST50
BKG004507,CUST00246,TURF034,2025-03-11,23:39:49,10:00,11:00,1,9,Tennis,1200,Confirmed,Phone Call,NONE
BKG004508,CUST02056,TURF008,2024-02-01,16:46:42,21:00,22:00,1,14,Cricket,1000,Pending,Phone Call,NONE
BKG004509,CUST00722,TURF009,2025-09-16,04:43:00,14:00,15:00,1,15,Badminton,1000,Confirmed,Mobile App,NONE
BKG004510,CUST01256,TURF038,2024-01-07,00:09:38,07:00,08:00,1,11,Tennis,800,Confirmed,Phone Call,NONE
BKG004511,CUST01342,TURF031,2024-10-25,10:21:41,13:00,14:00,1,14,Football,2000,Confirmed,Walk-in,NONE
BKG004512,CUST01735,TURF050,2025-12-09,21:31:01,21:00,22:00,1,8,Badminton,1800,Cancelled,Walk-in,FIRST50
BKG004513,CUST01704,TURF035,2024-04-16,03:37:54,10:00,11:00,1,11,Volleyball,800,Pending,Phone Call,NONE
BKG004514,CUST00922,TURF021,2025-05-10,00:08:56,10:00,11:00,1,10,Tennis,2500,Completed,Phone Call,NONE
BKG004515,CUST01345,TURF011,2026-02-21,06:46:42,07:00,08:00,1,18,Volleyball,2500,Completed,Phone Call,NONE
BKG004516,CUST00712,TURF047,2025-04-11,11:23:24,12:00,13:00,1,22,Pickleball,1200,Completed,Phone Call,NONE
BKG004517,CUST02393,TURF001,2026-04-26,03:44:54,09:00,10:00,1,9,Basketball,1000,Completed,Mobile App,NONE
BKG004518,CUST00178,TURF006,2025-10-20,05:53:04,07:00,08:00,1,19,Cricket,1500,No-Show,Phone Call,FIRST50
BKG004519,CUST02129,TURF014,2026-01-07,10:29:29,21:00,22:00,1,10,Basketball,1500,Confirmed,Phone Call,WEEKEND10
BKG004520,CUST00579,TURF011,2025-01-11,20:57:15,19:00,20:00,1,20,Volleyball,2500,Confirmed,Phone Call,WEEKEND10
BKG004521,CUST00140,TURF007,2026-04-13,02:34:31,18:00,19:00,1,17,Pickleball,1500,Confirmed,Website,NONE
BKG004522,CUST01340,TURF031,2024-05-22,14:51:07,12:00,13:00,1,10,Football,2000,Cancelled,Website,SUMMER20
BKG004523,CUST00549,TURF014,2024-03-29,02:28:32,09:00,10:00,1,15,Basketball,1500,Completed,Website,NONE
BKG004524,CUST00897,TURF015,2024-04-23,17:34:44,10:00,11:00,1,16,Football,2500,Confirmed,Walk-in,NONE
BKG004525,CUST00425,TURF029,2025-05-30,05:40:00,07:00,08:00,1,6,Pickleball,2000,Confirmed,Walk-in,SUMMER20
BKG004526,CUST00691,TURF029,2024-03-27,04:21:10,17:00,18:00,1,21,Pickleball,2000,Completed,Phone Call,NONE
BKG004527,CUST02275,TURF006,2024-01-04,18:08:41,09:00,10:00,1,22,Cricket,1500,Confirmed,Mobile App,NONE
BKG004528,CUST00400,TURF014,2025-09-21,12:26:12,06:00,07:00,1,19,Basketball,1500,Cancelled,Walk-in,NONE
BKG004529,CUST01647,TURF015,2025-01-10,03:10:48,17:00,18:00,1,13,Football,2500,Cancelled,Walk-in,SUMMER20
BKG004530,CUST00866,TURF026,2025-02-27,23:20:02,20:00,21:00,1,21,Basketball,1500,Completed,Phone Call,NONE
BKG004531,CUST00164,TURF045,2024-12-04,05:48:07,09:00,10:00,1,19,Hockey,2500,Cancelled,Walk-in,SUMMER20
BKG004532,CUST02136,TURF048,2025-12-13,17:28:49,19:00,20:00,1,14,Tennis,1800,Completed,Website,NONE
BKG004533,CUST01019,TURF010,2026-01-31,04:07:39,21:00,22:00,1,9,Pickleball,2500,Pending,Website,NONE
BKG004534,CUST01170,TURF045,2024-11-25,23:09:33,12:00,13:00,1,14,Hockey,2500,Completed,Mobile App,FLAT100
BKG004535,CUST02329,TURF049,2024-04-11,16:06:42,18:00,19:00,1,8,Tennis,800,Cancelled,Mobile App,NONE
BKG004536,CUST01153,TURF001,2024-10-25,00:02:53,18:00,19:00,1,7,Basketball,1000,Completed,Walk-in,FLAT100
BKG004537,CUST00466,TURF024,2024-01-24,23:14:18,07:00,08:00,1,19,Volleyball,1000,Completed,Phone Call,NONE
BKG004538,CUST00947,TURF009,2024-03-22,23:12:56,06:00,07:00,1,13,Badminton,1000,Cancelled,Phone Call,NONE
BKG004539,CUST00688,TURF033,2026-03-07,06:24:57,11:00,12:00,1,16,Badminton,1000,Pending,Phone Call,NONE
BKG004540,CUST02134,TURF019,2024-01-27,22:28:17,19:00,20:00,1,8,Football,1000,Pending,Mobile App,WEEKEND10
BKG004541,CUST00290,TURF043,2026-01-23,00:34:26,18:00,19:00,1,5,Volleyball,1500,Completed,Mobile App,NONE
BKG004542,CUST02363,TURF044,2025-10-21,01:22:06,22:00,23:00,1,10,Hockey,1000,Confirmed,Walk-in,NONE
BKG004543,CUST01973,TURF016,2024-12-27,06:43:00,06:00,07:00,1,15,Cricket,2000,Confirmed,Phone Call,WEEKEND10
BKG004544,CUST02389,TURF040,2024-07-27,20:23:31,06:00,07:00,1,6,Basketball,2000,Confirmed,Walk-in,SUMMER20
BKG004545,CUST01505,TURF007,2025-04-19,21:15:01,22:00,23:00,1,9,Pickleball,1500,Completed,Website,WEEKEND10
BKG004546,CUST00102,TURF003,2024-08-22,00:57:48,17:00,18:00,1,4,Cricket,1000,Completed,Walk-in,NONE
BKG004547,CUST01141,TURF040,2026-05-03,08:53:47,06:00,07:00,1,12,Basketball,2000,Completed,Walk-in,NONE
BKG004548,CUST00765,TURF001,2025-10-17,13:54:42,20:00,21:00,1,10,Basketball,1000,Confirmed,Mobile App,FIRST50
BKG004549,CUST00081,TURF039,2025-11-23,11:21:28,14:00,15:00,1,17,Cricket,2500,No-Show,Mobile App,WEEKEND10
BKG004550,CUST00973,TURF005,2024-09-12,02:12:47,12:00,13:00,1,20,Badminton,1200,Confirmed,Walk-in,NONE
BKG004551,CUST02058,TURF014,2025-07-13,01:00:43,09:00,10:00,1,20,Basketball,1500,Completed,Walk-in,NONE
BKG004552,CUST00481,TURF046,2025-10-21,19:15:50,18:00,19:00,1,5,Football,800,Cancelled,Website,NONE
BKG004553,CUST01678,TURF035,2024-09-10,16:43:10,14:00,15:00,1,13,Volleyball,800,Completed,Website,FIRST50
BKG004554,CUST01981,TURF023,2024-11-18,07:37:38,14:00,15:00,1,9,Tennis,1500,Confirmed,Website,NONE
BKG004555,CUST00181,TURF004,2024-06-27,05:26:28,08:00,09:00,1,5,Football,1000,Completed,Walk-in,FLAT100
BKG004556,CUST01563,TURF035,2026-01-03,03:31:29,19:00,20:00,1,5,Volleyball,800,Confirmed,Mobile App,FIRST50
BKG004557,CUST00818,TURF030,2025-06-27,22:09:17,14:00,15:00,1,20,Football,2500,Completed,Walk-in,WEEKEND10
BKG004558,CUST02277,TURF012,2024-04-23,18:04:15,08:00,09:00,1,15,Badminton,1000,Completed,Mobile App,NONE
BKG004559,CUST01216,TURF009,2026-06-15,06:07:37,07:00,08:00,1,16,Badminton,1000,Completed,Phone Call,FLAT100
BKG004560,CUST01159,TURF012,2025-05-24,14:34:51,13:00,14:00,1,22,Badminton,1000,Completed,Mobile App,WEEKEND10
BKG004561,CUST00573,TURF033,2024-02-21,07:22:21,06:00,07:00,1,21,Badminton,1000,Pending,Mobile App,NONE
BKG004562,CUST01126,TURF011,2024-05-12,22:03:27,12:00,13:00,1,9,Volleyball,2500,Completed,Walk-in,NONE
BKG004563,CUST00325,TURF045,2024-03-12,20:18:45,10:00,11:00,1,10,Hockey,2500,Cancelled,Walk-in,NONE
BKG004564,CUST01809,TURF044,2024-02-07,23:42:24,06:00,07:00,1,7,Hockey,1000,Completed,Mobile App,NONE
BKG004565,CUST01425,TURF034,2024-01-22,04:57:15,18:00,19:00,1,9,Tennis,1200,Confirmed,Walk-in,FLAT100
BKG004566,CUST01074,TURF031,2024-01-12,13:17:33,11:00,12:00,1,7,Football,2000,Completed,Walk-in,NONE
BKG004567,CUST02386,TURF035,2024-08-30,08:39:45,11:00,12:00,1,20,Volleyball,800,Pending,Website,NONE
BKG004568,CUST02041,TURF024,2025-05-14,10:35:04,07:00,08:00,1,5,Volleyball,1000,Confirmed,Walk-in,WEEKEND10
BKG004569,CUST01592,TURF014,2026-02-05,05:30:47,15:00,16:00,1,10,Basketball,1500,Confirmed,Phone Call,NONE
BKG004570,CUST01257,TURF038,2025-03-26,08:34:25,18:00,19:00,1,18,Tennis,800,Completed,Mobile App,NONE
BKG004571,CUST02473,TURF034,2026-04-27,03:34:28,09:00,10:00,1,22,Tennis,1200,Cancelled,Mobile App,NONE
BKG004572,CUST00912,TURF022,2024-08-30,08:40:25,14:00,15:00,1,12,Volleyball,1800,Confirmed,Walk-in,NONE
BKG004573,CUST00673,TURF035,2024-01-21,09:52:10,21:00,22:00,1,5,Volleyball,800,Confirmed,Website,FLAT100
BKG004574,CUST01022,TURF039,2024-02-18,08:27:20,20:00,21:00,1,20,Cricket,2500,Completed,Walk-in,FLAT100
BKG004575,CUST00994,TURF035,2024-06-26,20:54:06,21:00,22:00,1,20,Volleyball,800,Completed,Website,WEEKEND10
BKG004576,CUST02380,TURF008,2026-02-13,19:47:42,08:00,09:00,1,14,Cricket,1000,Confirmed,Walk-in,NONE
BKG004577,CUST01937,TURF045,2024-10-04,14:43:58,15:00,16:00,1,11,Hockey,2500,Completed,Phone Call,SUMMER20
BKG004578,CUST01116,TURF034,2025-11-25,01:51:09,17:00,18:00,1,10,Tennis,1200,Completed,Walk-in,NONE
BKG004579,CUST00053,TURF024,2024-03-25,03:27:41,20:00,21:00,1,10,Volleyball,1000,Completed,Mobile App,NONE
BKG004580,CUST02231,TURF017,2026-04-14,06:01:43,15:00,16:00,1,20,Tennis,1200,Completed,Phone Call,FIRST50
BKG004581,CUST01467,TURF037,2025-04-09,20:32:24,17:00,18:00,1,10,Tennis,1500,Confirmed,Website,FIRST50
BKG004582,CUST01971,TURF006,2024-10-23,16:11:07,08:00,09:00,1,13,Cricket,1500,Completed,Phone Call,NONE
BKG004583,CUST00818,TURF034,2025-10-01,02:36:56,18:00,19:00,1,19,Tennis,1200,Pending,Walk-in,NONE
BKG004584,CUST01134,TURF020,2025-05-31,11:53:04,13:00,14:00,1,19,Basketball,1500,Completed,Website,NONE
BKG004585,CUST00199,TURF033,2026-02-10,21:12:10,09:00,10:00,1,6,Badminton,1000,Confirmed,Walk-in,NONE
BKG004586,CUST00933,TURF021,2024-10-15,11:28:23,14:00,15:00,1,20,Tennis,2500,Confirmed,Phone Call,SUMMER20
BKG004587,CUST00807,TURF014,2026-03-10,21:57:32,16:00,17:00,1,19,Basketball,1500,Completed,Walk-in,NONE
BKG004588,CUST00270,TURF020,2026-04-02,17:15:27,20:00,21:00,1,18,Basketball,1500,Completed,Phone Call,NONE
BKG004589,CUST02180,TURF035,2024-03-26,14:29:41,09:00,10:00,1,20,Volleyball,800,Cancelled,Mobile App,SUMMER20
BKG004590,CUST02169,TURF014,2024-03-17,13:48:33,18:00,19:00,1,11,Basketball,1500,Confirmed,Phone Call,WEEKEND10
BKG004591,CUST00080,TURF049,2026-03-22,12:36:27,10:00,11:00,1,9,Tennis,800,Completed,Website,FIRST50
BKG004592,CUST01355,TURF010,2026-01-07,00:11:45,20:00,21:00,1,16,Pickleball,2500,Cancelled,Website,NONE
BKG004593,CUST00424,TURF008,2024-05-16,07:33:35,15:00,16:00,1,15,Cricket,1000,Completed,Website,NONE
BKG004594,CUST00721,TURF022,2024-04-18,02:31:30,18:00,19:00,1,21,Volleyball,1800,Confirmed,Mobile App,NONE
BKG004595,CUST02291,TURF021,2026-03-20,20:26:41,16:00,17:00,1,8,Tennis,2500,Confirmed,Mobile App,FIRST50
BKG004596,CUST00591,TURF029,2026-04-28,18:17:03,20:00,21:00,1,11,Pickleball,2000,Confirmed,Website,NONE
BKG004597,CUST00365,TURF030,2024-07-30,11:50:48,14:00,15:00,1,6,Football,2500,Confirmed,Phone Call,NONE
BKG004598,CUST00171,TURF047,2024-05-04,02:58:27,17:00,18:00,1,7,Pickleball,1200,Completed,Walk-in,NONE
BKG004599,CUST01967,TURF049,2026-05-18,19:01:37,11:00,12:00,1,19,Tennis,800,No-Show,Walk-in,NONE
BKG004600,CUST02081,TURF026,2024-01-24,23:05:10,18:00,19:00,1,22,Basketball,1500,Completed,Website,SUMMER20
BKG004601,CUST00232,TURF047,2025-05-19,23:15:34,12:00,13:00,1,8,Pickleball,1200,Completed,Website,SUMMER20
BKG004602,CUST00967,TURF032,2024-09-21,02:05:39,11:00,12:00,1,13,Cricket,800,Completed,Website,NONE
