ReviewID,BookingID,CustomerID,TurfID,Rating,ReviewTag,ReviewDate,WouldRecommend,ResponseFromOwner
REV02243,BKG005941,CUST00322,TURF036,3,Great experience,2025-08-01,Yes,No
REV02244,BKG009777,CUST00016,TURF014,5,Great experience,2025-05-09,Yes,No
REV02245,BKG001596,CUST01946,TURF010,4,Poor lighting,2024-06-13,Yes,No
REV02246,BKG002402,CUST01861,TURF037,4,Great experience,2024-10-21,Yes,No
REV02247,BKG000201,CUST01492,TURF043,4,Clean facility,2026-05-03,Yes,No
REV02248,BKG003882,CUST00449,TURF043,4,Friendly staff,2026-05-15,Yes,Yes
REV02249,BKG004107,CUST00545,TURF018,5,Friendly staff,2025-12-13,Yes,Yes
REV02250,BKG000741,CUST00690,TURF003,5,Poor lighting,2025-10-28,Yes,No
REV02251,BKG003660,CUST01917,TURF008,5,Great experience,2024-01-02,Yes,No
REV02252,BKG004318,CUST02046,TURF025,5,Excellent surface quality,2024-07-22,Yes,No
REV02253,BKG001579,CUST02224,TURF048,3,Excellent surface quality,2024-03-04,Yes,No
REV02254,BKG005133,CUST02270,TURF007,5,Great experience,2024-08-04,Yes,No
REV02255,BKG004407,CUST02307,TURF019,5,Excellent surface quality,2024-12-10,Yes,Yes
REV02256,BKG003698,CUST02291,TURF004,3,Excellent surface quality,2025-04-09,Yes,No
REV02257,BKG008209,CUST00394,TURF036,5,Poor lighting,2024-06-23,Yes,No
REV02258,BKG005295,CUST01533,TURF031,2,Crowded,2025-12-30,No,No
REV02259,BKG003029,CUST01838,TURF002,3,Value for money,2024-05-04,Yes,Yes
REV02260,BKG009700,CUST01253,TURF012,5,Friendly staff,2025-12-09,Yes,No
REV02261,BKG009238,CUST00507,TURF025,5,Great experience,2025-12-12,Yes,No
REV02262,BKG004136,CUST01753,TURF003,4,Crowded,2025-09-10,Yes,No
REV02263,BKG000386,CUST01411,TURF016,4,Well maintained,2024-08-09,Yes,No
REV02264,BKG003487,CUST01868,TURF022,3,Clean facility,2025-06-21,Yes,No
REV02265,BKG004763,CUST01572,TURF007,5,Poor lighting,2026-01-26,Yes,Yes
REV02266,BKG000393,CUST00985,TURF034,3,Friendly staff,2024-01-15,Yes,No
REV02267,BKG007179,CUST01943,TURF031,4,Average experience,2024-12-28,Yes,No
REV02268,BKG008734,CUST01487,TURF020,4,Friendly staff,2024-06-12,Yes,No
REV02269,BKG008308,CUST00899,TURF013,4,Excellent surface quality,2024-04-15,Yes,Yes
REV02270,BKG002760,CUST02416,TURF033,5,Clean facility,2025-01-12,Yes,No
REV02271,BKG006515,CUST01552,TURF021,3,Friendly staff,2024-10-17,Yes,Yes
REV02272,BKG004010,CUST01545,TURF003,3,Crowded,2026-02-17,Yes,No
REV02273,BKG000130,CUST02449,TURF008,5,Will book again,2026-01-05,Yes,No
REV02274,BKG004037,CUST00176,TURF041,5,Great experience,2024-04-11,Yes,No
REV02275,BKG001508,CUST01261,TURF009,5,Crowded,2025-01-08,Yes,Yes
REV02276,BKG008463,CUST00185,TURF022,4,Well maintained,2025-05-19,Yes,No
REV02277,BKG003819,CUST02034,TURF009,5,Poor lighting,2025-03-28,Yes,No
REV02278,BKG005584,CUST01658,TURF012,5,Poor lighting,2025-03-29,Yes,Yes
REV02279,BKG007701,CUST00519,TURF011,5,Great experience,2025-01-30,Yes,Yes
REV02280,BKG009547,CUST00519,TURF017,5,Friendly staff,2025-08-11,Yes,No
REV02281,BKG005519,CUST01567,TURF017,4,Average experience,2025-06-28,Yes,No
REV02282,BKG009486,CUST01834,TURF010,5,Will book again,2025-08-25,Yes,No
REV02283,BKG006103,CUST01629,TURF036,3,Clean facility,2024-03-02,No,No
REV02284,BKG004028,CUST02342,TURF016,3,Friendly staff,2024-08-20,Yes,No
REV02285,BKG007678,CUST00272,TURF032,4,Crowded,2024-07-15,Yes,Yes
REV02286,BKG000699,CUST01661,TURF006,5,Crowded,2026-01-13,Yes,No
REV02287,BKG002143,CUST01325,TURF036,4,Crowded,2026-03-28,Yes,No
REV02288,BKG008026,CUST02415,TURF025,3,Average experience,2025-06-08,No,No
REV02289,BKG008010,CUST01210,TURF005,5,Value for money,2024-11-07,Yes,No
REV02290,BKG000039,CUST01457,TURF050,5,Will book again,2025-04-19,Yes,No
REV02291,BKG009211,CUST00975,TURF012,4,Will book again,2025-08-17,Yes,Yes
REV02292,BKG005964,CUST00298,TURF019,5,Will book again,2026-06-15,Yes,No
REV02293,BKG006957,CUST00304,TURF035,4,Value for money,2024-11-27,Yes,No
REV02294,BKG003774,CUST01376,TURF004,5,Great experience,2024-03-23,Yes,Yes
REV02295,BKG009142,CUST01951,TURF047,5,Great experience,2024-08-04,Yes,No
REV02296,BKG009393,CUST00006,TURF043,5,Poor lighting,2025-08-24,Yes,No
REV02297,BKG001698,CUST02323,TURF049,3,Excellent surface quality,2025-07-23,No,No
REV02298,BKG000305,CUST01161,TURF032,3,Excellent surface quality,2024-11-01,Yes,No
REV02299,BKG003270,CUST01765,TURF043,4,Poor lighting,2026-05-21,Yes,No
REV02300,BKG002125,CUST00871,TURF011,1,Average experience,2024-05-24,No,No
REV02301,BKG003419,CUST01378,TURF016,4,Excellent surface quality,2026-05-20,Yes,No
REV02302,BKG003207,CUST00706,TURF016,5,Average experience,2025-04-26,Yes,No
REV02303,BKG004878,CUST01083,TURF040,4,Excellent surface quality,2024-08-29,Yes,No
REV02304,BKG008619,CUST02328,TURF019,4,Crowded,2024-07-13,Yes,No
REV02305,BKG007769,CUST00717,TURF047,3,Value for money,2026-05-31,Yes,Yes
REV02306,BKG001622,CUST01055,TURF023,5,Excellent surface quality,2025-10-07,Yes,No
REV02307,BKG005781,CUST00135,TURF039,4,Clean facility,2024-08-31,Yes,No
REV02308,BKG005066,CUST01902,TURF044,5,Excellent surface quality,2025-11-17,Yes,No
REV02309,BKG003137,CUST00692,TURF005,5,Value for money,2025-03-01,Yes,Yes
REV02310,BKG003888,CUST00638,TURF035,4,Friendly staff,2024-02-11,Yes,Yes
REV02311,BKG002748,CUST00966,TURF036,4,Excellent surface quality,2024-03-25,Yes,Yes
REV02312,BKG001816,CUST02125,TURF006,4,Well maintained,2026-04-10,Yes,No
REV02313,BKG006335,CUST00598,TURF043,4,Well maintained,2025-04-19,Yes,No
REV02314,BKG000537,CUST00303,TURF027,5,Clean facility,2025-08-16,Yes,Yes
REV02315,BKG008961,CUST01277,TURF016,2,Average experience,2024-02-29,No,Yes
REV02316,BKG004481,CUST02360,TURF031,1,Excellent surface quality,2025-12-04,No,No
REV02317,BKG008361,CUST02456,TURF014,4,Clean facility,2024-09-07,Yes,No
REV02318,BKG003151,CUST01290,TURF001,5,Will book again,2026-03-20,Yes,Yes
REV02319,BKG003086,CUST00081,TURF021,5,Well maintained,2026-05-07,Yes,No
REV02320,BKG007231,CUST02425,TURF004,4,Friendly staff,2024-11-13,Yes,No
REV02321,BKG002535,CUST01512,TURF038,5,Well maintained,2025-05-18,Yes,No
REV02322,BKG005302,CUST00057,TURF048,5,Will book again,2026-03-24,Yes,No
REV02323,BKG000160,CUST00269,TURF030,5,Crowded,2025-12-17,Yes,No
REV02324,BKG009209,CUST00975,TURF032,5,Great experience,2026-05-01,Yes,No
REV02325,BKG004801,CUST01284,TURF046,3,Poor lighting,2025-07-30,No,No
REV02326,BKG001352,CUST01175,TURF006,5,Well maintained,2025-07-13,Yes,No
REV02327,BKG009922,CUST01339,TURF012,4,Excellent surface quality,2024-04-21,Yes,No
REV02328,BKG000372,CUST01175,TURF034,5,Well maintained,2026-03-29,Yes,Yes
REV02329,BKG002558,CUST02000,TURF007,4,Will book again,2024-02-29,Yes,Yes
REV02330,BKG002218,CUST00113,TURF012,4,Crowded,2024-09-17,Yes,No
REV02331,BKG001574,CUST00688,TURF023,5,Crowded,2024-08-26,Yes,No
REV02332,BKG003012,CUST01819,TURF030,5,Excellent surface quality,2026-06-21,Yes,No
REV02333,BKG002393,CUST00766,TURF018,3,Well maintained,2026-05-05,No,Yes
REV02334,BKG005076,CUST00097,TURF026,5,Clean facility,2025-11-08,Yes,No
REV02335,BKG001153,CUST00619,TURF047,5,Friendly staff,2024-03-30,Yes,No
REV02336,BKG001307,CUST01068,TURF046,3,Will book again,2025-09-08,No,No
REV02337,BKG008253,CUST01927,TURF036,4,Great experience,2024-03-27,Yes,Yes
REV02338,BKG003952,CUST02183,TURF041,5,Excellent surface quality,2024-09-18,Yes,Yes
REV02339,BKG000436,CUST02371,TURF002,4,Clean facility,2025-12-29,Yes,No
REV02340,BKG002560,CUST00737,TURF037,2,Friendly staff,2024-05-04,No,No
REV02341,BKG002198,CUST01049,TURF020,4,Clean facility,2025-10-30,Yes,Yes
REV02342,BKG004853,CUST01355,TURF047,5,Excellent surface quality,2024-12-05,Yes,Yes
REV02343,BKG003721,CUST01594,TURF034,5,Crowded,2025-12-06,Yes,No
REV02344,BKG003845,CUST01253,TURF020,5,Excellent surface quality,2025-03-25,Yes,No
REV02345,BKG006935,CUST02278,TURF017,4,Well maintained,2024-10-06,Yes,No
REV02346,BKG004487,CUST02262,TURF035,3,Poor lighting,2024-04-22,No,No
REV02347,BKG008929,CUST02396,TURF005,4,Will book again,2025-05-19,Yes,Yes
REV02348,BKG004438,CUST02209,TURF031,4,Will book again,2024-06-06,Yes,No
REV02349,BKG008480,CUST01411,TURF040,5,Value for money,2024-01-14,Yes,No
REV02350,BKG006820,CUST02025,TURF041,4,Clean facility,2024-02-02,Yes,No
REV02351,BKG001177,CUST01463,TURF042,3,Friendly staff,2025-06-29,No,Yes
REV02352,BKG003121,CUST02043,TURF041,4,Poor lighting,2024-01-13,Yes,Yes
REV02353,BKG008526,CUST00977,TURF020,4,Average experience,2025-02-16,Yes,Yes
REV02354,BKG000224,CUST01435,TURF036,4,Clean facility,2026-03-18,Yes,No
REV02355,BKG002759,CUST01285,TURF005,4,Excellent surface quality,2024-03-25,Yes,No
REV02356,BKG005790,CUST01352,TURF038,3,Excellent surface quality,2025-12-21,Yes,Yes
REV02357,BKG008337,CUST01193,TURF013,1,Average experience,2025-10-05,No,No
REV02358,BKG003254,CUST01615,TURF001,3,Clean facility,2024-10-11,Yes,Yes
REV02359,BKG001641,CUST01316,TURF007,5,Value for money,2026-02-12,Yes,No
REV02360,BKG004798,CUST01587,TURF013,3,Friendly staff,2026-02-03,No,No
REV02361,BKG003996,CUST01225,TURF005,4,Clean facility,2025-10-25,Yes,No
REV02362,BKG009676,CUST01488,TURF017,4,Value for money,2025-05-20,Yes,No
REV02363,BKG008550,CUST00761,TURF021,5,Friendly staff,2025-10-22,Yes,Yes
REV02364,BKG000544,CUST01735,TURF050,4,Great experience,2024-08-02,Yes,Yes
REV02365,BKG002368,CUST01324,TURF038,3,Clean facility,2025-08-31,Yes,No
REV02366,BKG007351,CUST00379,TURF037,4,Poor lighting,2025-03-02,Yes,No
REV02367,BKG009016,CUST01540,TURF023,4,Will book again,2024-05-07,Yes,Yes
REV02368,BKG000036,CUST01752,TURF023,3,Great experience,2026-03-12,No,No
REV02369,BKG007965,CUST02082,TURF018,4,Poor lighting,2025-04-01,Yes,No
REV02370,BKG008022,CUST01951,TURF017,4,Clean facility,2026-05-17,Yes,No
REV02371,BKG003690,CUST00369,TURF029,5,Poor lighting,2024-03-19,Yes,No
REV02372,BKG002843,CUST01625,TURF038,5,Value for money,2026-06-01,Yes,No
REV02373,BKG003871,CUST01506,TURF020,3,Will book again,2026-04-11,No,No
REV02374,BKG005921,CUST00599,TURF007,4,Value for money,2025-03-01,Yes,No
REV02375,BKG009996,CUST00267,TURF033,3,Poor lighting,2025-02-10,Yes,No
REV02376,BKG005874,CUST02218,TURF015,3,Excellent surface quality,2024-03-16,Yes,No
REV02377,BKG003929,CUST02425,TURF027,5,Great experience,2024-05-24,Yes,No
REV02378,BKG001388,CUST02082,TURF032,5,Poor lighting,2024-09-27,Yes,No
REV02379,BKG003378,CUST01573,TURF002,2,Excellent surface quality,2024-06-23,Yes,No
REV02380,BKG005966,CUST00383,TURF014,5,Will book again,2024-07-01,Yes,No
REV02381,BKG002574,CUST01643,TURF016,5,Well maintained,2026-01-02,Yes,Yes
REV02382,BKG002131,CUST01978,TURF024,4,Clean facility,2024-05-10,Yes,No
REV02383,BKG000353,CUST00965,TURF033,4,Excellent surface quality,2024-03-09,Yes,Yes
REV02384,BKG006278,CUST01731,TURF029,5,Value for money,2025-06-11,Yes,No
REV02385,BKG000572,CUST01783,TURF039,3,Clean facility,2025-02-26,Yes,No
REV02386,BKG002437,CUST01425,TURF023,5,Clean facility,2026-05-23,Yes,No
REV02387,BKG006403,CUST02221,TURF001,4,Friendly staff,2025-10-10,Yes,No
REV02388,BKG009833,CUST02001,TURF027,4,Great experience,2025-03-06,Yes,No
REV02389,BKG002084,CUST01458,TURF023,4,Friendly staff,2025-02-25,Yes,Yes
REV02390,BKG007911,CUST02371,TURF028,4,Poor lighting,2024-10-07,Yes,No
REV02391,BKG006696,CUST00397,TURF014,5,Poor lighting,2025-09-16,Yes,No
REV02392,BKG007193,CUST01585,TURF049,5,Well maintained,2025-06-27,Yes,Yes
REV02393,BKG004536,CUST01153,TURF001,5,Well maintained,2024-10-27,Yes,No
REV02394,BKG000899,CUST02012,TURF027,5,Crowded,2025-04-25,Yes,Yes
REV02395,BKG008298,CUST01491,TURF002,5,Crowded,2025-04-07,Yes,No
REV02396,BKG006869,CUST02201,TURF033,4,Friendly staff,2026-01-03,Yes,No
REV02397,BKG008420,CUST00510,TURF033,4,Well maintained,2024-04-18,Yes,No
REV02398,BKG006453,CUST01675,TURF031,5,Excellent surface quality,2025-05-10,Yes,Yes
REV02399,BKG001635,CUST00033,TURF049,5,Excellent surface quality,2025-08-21,Yes,No
REV02400,BKG001374,CUST02108,TURF025,4,Well maintained,2026-04-24,Yes,Yes
REV02401,BKG001755,CUST02136,TURF043,4,Average experience,2024-07-26,Yes,No
REV02402,BKG000788,CUST01172,TURF043,3,Well maintained,2026-03-05,Yes,Yes
REV02403,BKG003501,CUST01894,TURF004,2,Friendly staff,2025-10-14,No,Yes
REV02404,BKG005416,CUST01179,TURF003,5,Friendly staff,2024-12-24,Yes,Yes
REV02405,BKG000789,CUST01760,TURF020,4,Average experience,2025-02-07,Yes,No
REV02406,BKG008470,CUST00098,TURF036,4,Great experience,2026-01-06,Yes,Yes
REV02407,BKG009904,CUST01222,TURF025,5,Value for money,2024-12-02,Yes,No
REV02408,BKG009594,CUST02165,TURF036,3,Will book again,2024-04-06,No,No
REV02409,BKG009682,CUST01880,TURF044,5,Value for money,2026-06-10,Yes,Yes
REV02410,BKG004227,CUST00320,TURF049,5,Value for money,2024-03-13,Yes,No
REV02411,BKG003815,CUST01231,TURF047,4,Will book again,2024-01-04,Yes,Yes
REV02412,BKG008974,CUST00276,TURF008,5,Great experience,2024-03-20,Yes,No
REV02413,BKG005538,CUST02481,TURF040,4,Well maintained,2026-03-23,Yes,No
REV02414,BKG003885,CUST01797,TURF025,4,Will book again,2024-07-22,Yes,No
REV02415,BKG008950,CUST01602,TURF004,2,Poor lighting,2025-12-08,Yes,No
REV02416,BKG001108,CUST01307,TURF001,4,Friendly staff,2025-03-22,Yes,No
REV02417,BKG004322,CUST00371,TURF012,4,Clean facility,2024-04-10,Yes,No
REV02418,BKG005658,CUST01393,TURF026,2,Average experience,2025-04-10,No,No
REV02419,BKG008286,CUST02247,TURF027,4,Crowded,2024-04-27,Yes,No
REV02420,BKG003140,CUST02267,TURF041,4,Poor lighting,2024-11-26,Yes,No
REV02421,BKG003612,CUST00458,TURF004,5,Clean facility,2026-01-26,Yes,No
REV02422,BKG006128,CUST02374,TURF018,4,Crowded,2025-01-10,Yes,No
REV02423,BKG004754,CUST02428,TURF020,4,Will book again,2024-04-26,Yes,No
REV02424,BKG002314,CUST01969,TURF009,5,Clean facility,2025-09-17,Yes,No
REV02425,BKG006805,CUST01790,TURF037,5,Will book again,2026-01-15,Yes,No
REV02426,BKG009820,CUST00203,TURF016,5,Friendly staff,2026-04-10,Yes,No
REV02427,BKG005299,CUST00777,TURF025,3,Excellent surface quality,2024-04-10,Yes,No
REV02428,BKG001092,CUST00499,TURF038,5,Average experience,2026-04-18,Yes,No
REV02429,BKG007751,CUST01215,TURF027,3,Will book again,2025-06-30,Yes,No
REV02430,BKG004271,CUST01611,TURF047,3,Crowded,2025-05-20,No,No
REV02431,BKG007189,CUST02300,TURF027,3,Will book again,2024-02-15,Yes,Yes
REV02432,BKG007292,CUST02303,TURF034,5,Crowded,2025-01-20,Yes,Yes
REV02433,BKG009529,CUST02318,TURF026,5,Well maintained,2025-04-12,Yes,Yes
REV02434,BKG002738,CUST02433,TURF002,4,Excellent surface quality,2025-05-28,Yes,No
REV02435,BKG005240,CUST00423,TURF030,5,Excellent surface quality,2025-02-13,Yes,Yes
REV02436,BKG008816,CUST02425,TURF047,5,Average experience,2024-02-17,Yes,Yes
REV02437,BKG003308,CUST00533,TURF014,2,Crowded,2025-03-02,Yes,Yes
REV02438,BKG005970,CUST01643,TURF028,5,Clean facility,2025-09-13,Yes,No
REV02439,BKG005553,CUST02349,TURF005,5,Clean facility,2025-03-27,Yes,Yes
REV02440,BKG000900,CUST02126,TURF047,5,Poor lighting,2025-03-26,Yes,No
REV02441,BKG001704,CUST01945,TURF032,3,Friendly staff,2025-04-09,Yes,No
REV02442,BKG003034,CUST00961,TURF023,5,Will book again,2025-12-04,Yes,Yes
REV02443,BKG009194,CUST02155,TURF033,3,Average experience,2026-03-08,No,No
REV02444,BKG002454,CUST02166,TURF031,3,Will book again,2025-06-02,No,No
REV02445,BKG009783,CUST00378,TURF028,5,Value for money,2025-01-30,Yes,Yes
REV02446,BKG007884,CUST02343,TURF046,4,Average experience,2024-01-09,Yes,No
REV02447,BKG007584,CUST01617,TURF005,5,Poor lighting,2024-10-23,Yes,No
REV02448,BKG001717,CUST00900,TURF047,3,Well maintained,2025-01-28,No,No
REV02449,BKG005330,CUST02376,TURF018,5,Well maintained,2025-11-05,Yes,Yes
REV02450,BKG004604,CUST01294,TURF006,3,Well maintained,2024-12-14,Yes,Yes
REV02451,BKG001553,CUST00408,TURF044,4,Value for money,2024-11-07,Yes,No
REV02452,BKG001435,CUST00432,TURF007,4,Great experience,2025-08-26,Yes,Yes
REV02453,BKG007557,CUST00358,TURF002,5,Value for money,2024-07-17,Yes,No
REV02454,BKG007501,CUST00416,TURF025,5,Great experience,2024-04-28,Yes,No
REV02455,BKG009526,CUST00098,TURF034,4,Crowded,2024-07-15,Yes,No
REV02456,BKG005626,CUST02304,TURF009,4,Excellent surface quality,2026-01-15,Yes,No
REV02457,BKG000107,CUST01278,TURF008,2,Great experience,2024-07-06,Yes,No
REV02458,BKG000617,CUST00642,TURF022,5,Value for money,2025-05-14,Yes,Yes
REV02459,BKG000472,CUST01455,TURF011,3,Friendly staff,2025-07-19,No,No
REV02460,BKG002804,CUST01366,TURF048,5,Well maintained,2024-10-02,Yes,No
REV02461,BKG001615,CUST02114,TURF040,5,Poor lighting,2025-06-06,Yes,No
REV02462,BKG000528,CUST00454,TURF017,4,Will book again,2024-04-11,Yes,Yes
REV02463,BKG002378,CUST00355,TURF047,1,Value for money,2025-08-29,No,No
REV02464,BKG007828,CUST00549,TURF011,5,Great experience,2024-05-24,Yes,No
REV02465,BKG007768,CUST02321,TURF012,5,Well maintained,2024-02-13,Yes,No
REV02466,BKG001234,CUST01708,TURF032,2,Excellent surface quality,2024-11-07,Yes,Yes
REV02467,BKG003617,CUST00525,TURF022,5,Well maintained,2024-06-18,Yes,Yes
REV02468,BKG007376,CUST01697,TURF009,5,Poor lighting,2025-04-06,Yes,No
REV02469,BKG002765,CUST02402,TURF047,3,Friendly staff,2025-02-07,No,No
REV02470,BKG000682,CUST00407,TURF038,4,Poor lighting,2025-07-20,Yes,No
REV02471,BKG006436,CUST02282,TURF021,5,Crowded,2025-02-22,Yes,Yes
REV02472,BKG006759,CUST01768,TURF050,5,Excellent surface quality,2025-08-03,Yes,Yes
REV02473,BKG009580,CUST02123,TURF044,5,Friendly staff,2026-02-27,Yes,No
REV02474,BKG005269,CUST01441,TURF027,2,Value for money,2024-04-05,Yes,Yes
REV02475,BKG007134,CUST02084,TURF007,3,Clean facility,2025-11-18,No,No
REV02476,BKG002363,CUST01675,TURF048,1,Value for money,2024-06-03,No,Yes
REV02477,BKG002244,CUST01971,TURF031,4,Friendly staff,2026-04-03,Yes,No
REV02478,BKG007866,CUST00594,TURF016,5,Great experience,2024-04-15,Yes,No
REV02479,BKG007792,CUST01364,TURF044,4,Clean facility,2025-04-13,Yes,No
REV02480,BKG000093,CUST00299,TURF048,5,Will book again,2024-06-15,Yes,No
REV02481,BKG007158,CUST02476,TURF028,1,Will book again,2026-03-01,No,Yes
REV02482,BKG008747,CUST00015,TURF003,5,Well maintained,2026-01-07,Yes,No
REV02483,BKG005743,CUST00608,TURF009,4,Value for money,2026-01-15,Yes,Yes
REV02484,BKG006669,CUST00723,TURF008,3,Great experience,2026-01-09,No,No
REV02485,BKG004019,CUST01471,TURF042,5,Poor lighting,2025-01-07,Yes,No
REV02486,BKG009467,CUST02001,TURF015,4,Friendly staff,2026-05-31,Yes,Yes
REV02487,BKG005397,CUST01188,TURF049,4,Poor lighting,2026-01-24,Yes,Yes
REV02488,BKG006366,CUST00585,TURF050,2,Poor lighting,2024-08-15,Yes,No
REV02489,BKG006892,CUST00809,TURF041,5,Will book again,2026-02-28,Yes,Yes
REV02490,BKG003426,CUST01839,TURF022,3,Crowded,2025-06-20,No,Yes
REV02491,BKG000152,CUST00078,TURF004,5,Well maintained,2025-03-12,Yes,No
REV02492,BKG005776,CUST01136,TURF015,4,Value for money,2024-11-27,Yes,Yes
REV02493,BKG006880,CUST00895,TURF035,4,Friendly staff,2025-04-21,Yes,No
REV02494,BKG008937,CUST00533,TURF021,3,Great experience,2024-03-20,No,No
REV02495,BKG005795,CUST00837,TURF010,4,Well maintained,2025-11-14,Yes,No
REV02496,BKG008280,CUST01206,TURF045,5,Excellent surface quality,2026-02-25,Yes,No
REV02497,BKG003040,CUST01070,TURF014,4,Value for money,2024-06-20,Yes,Yes
REV02498,BKG006510,CUST01731,TURF038,5,Clean facility,2025-09-03,Yes,No
REV02499,BKG001479,CUST01072,TURF017,5,Average experience,2024-08-05,Yes,No
REV02500,BKG006125,CUST00956,TURF049,4,Poor lighting,2025-11-24,Yes,Yes
REV02501,BKG002994,CUST00540,TURF045,4,Value for money,2025-09-14,Yes,Yes
REV02502,BKG005596,CUST01890,TURF014,5,Poor lighting,2026-02-20,Yes,No
REV02503,BKG008300,CUST01183,TURF013,5,Excellent surface quality,2025-07-15,Yes,No
REV02504,BKG007344,CUST01365,TURF021,4,Clean facility,2026-06-17,Yes,Yes
REV02505,BKG000518,CUST02300,TURF026,4,Crowded,2025-11-12,Yes,No
REV02506,BKG004544,CUST02389,TURF040,5,Poor lighting,2024-07-30,Yes,No
REV02507,BKG004367,CUST01832,TURF026,5,Value for money,2024-09-29,Yes,Yes
REV02508,BKG000707,CUST00826,TURF025,5,Average experience,2026-01-19,Yes,No
REV02509,BKG005793,CUST01896,TURF035,5,Great experience,2025-10-27,Yes,No
REV02510,BKG004519,CUST02129,TURF014,2,Crowded,2026-01-10,No,Yes
REV02511,BKG004115,CUST01726,TURF011,5,Poor lighting,2024-07-21,Yes,No
REV02512,BKG006352,CUST01651,TURF027,3,Clean facility,2025-10-02,Yes,No
REV02513,BKG009270,CUST01508,TURF044,4,Excellent surface quality,2024-01-16,Yes,No
REV02514,BKG005469,CUST01716,TURF026,5,Clean facility,2025-02-27,Yes,Yes
REV02515,BKG002257,CUST01006,TURF039,1,Excellent surface quality,2025-09-17,No,No
REV02516,BKG002116,CUST01765,TURF029,5,Clean facility,2024-11-11,Yes,No
REV02517,BKG003298,CUST01309,TURF045,5,Value for money,2024-04-25,Yes,No
REV02518,BKG005488,CUST00519,TURF007,4,Crowded,2026-05-29,Yes,Yes
REV02519,BKG001983,CUST00610,TURF027,5,Average experience,2025-04-05,Yes,Yes
REV02520,BKG000056,CUST01684,TURF019,5,Friendly staff,2024-09-30,Yes,Yes
REV02521,BKG004562,CUST01126,TURF011,4,Great experience,2024-05-15,Yes,No
REV02522,BKG000133,CUST00754,TURF016,5,Great experience,2025-08-09,Yes,No
REV02523,BKG003489,CUST00265,TURF042,5,Friendly staff,2024-01-31,Yes,No
REV02524,BKG000773,CUST00998,TURF012,5,Well maintained,2024-02-04,Yes,No
REV02525,BKG001674,CUST00114,TURF048,5,Friendly staff,2025-09-16,Yes,Yes
REV02526,BKG000824,CUST01283,TURF031,5,Clean facility,2025-03-29,Yes,Yes
REV02527,BKG008074,CUST01799,TURF004,3,Average experience,2026-02-16,No,No
REV02528,BKG002117,CUST00830,TURF005,4,Average experience,2025-11-16,Yes,No
REV02529,BKG006923,CUST00434,TURF030,4,Clean facility,2024-12-02,Yes,Yes
REV02530,BKG002037,CUST02118,TURF044,1,Clean facility,2024-08-21,No,Yes
REV02531,BKG009527,CUST02266,TURF022,5,Will book again,2025-05-25,Yes,No
REV02532,BKG004528,CUST00400,TURF014,4,Friendly staff,2025-09-23,Yes,No
REV02533,BKG002829,CUST01445,TURF016,2,Value for money,2025-04-18,No,No
REV02534,BKG002016,CUST00682,TURF031,5,Will book again,2025-07-16,Yes,Yes
REV02535,BKG008485,CUST01928,TURF018,3,Well maintained,2024-10-17,No,No
REV02536,BKG004882,CUST00850,TURF027,5,Clean facility,2025-01-05,Yes,No
REV02537,BKG008175,CUST00385,TURF030,5,Well maintained,2024-07-11,Yes,Yes
REV02538,BKG007917,CUST01559,TURF040,4,Poor lighting,2025-06-06,Yes,No
REV02539,BKG002444,CUST01927,TURF043,5,Average experience,2026-02-02,Yes,Yes
REV02540,BKG007527,CUST00672,TURF034,1,Excellent surface quality,2025-10-20,Yes,No
REV02541,BKG009368,CUST00796,TURF002,2,Friendly staff,2025-10-15,Yes,Yes
REV02542,BKG006162,CUST01712,TURF031,4,Great experience,2024-05-19,Yes,No
REV02543,BKG008089,CUST02067,TURF006,4,Clean facility,2024-10-02,Yes,No
REV02544,BKG008658,CUST01616,TURF001,4,Will book again,2024-06-17,Yes,No
REV02545,BKG006314,CUST02147,TURF037,1,Great experience,2025-03-01,No,No
REV02546,BKG005590,CUST01395,TURF015,5,Average experience,2026-05-11,Yes,No
REV02547,BKG000494,CUST02234,TURF006,5,Friendly staff,2024-02-08,Yes,No
REV02548,BKG007716,CUST01622,TURF037,3,Great experience,2025-09-16,Yes,No
REV02549,BKG009180,CUST00112,TURF012,4,Friendly staff,2025-05-28,Yes,No
REV02550,BKG007083,CUST00519,TURF027,4,Friendly staff,2024-10-21,Yes,No
REV02551,BKG000801,CUST01532,TURF036,5,Poor lighting,2025-06-30,Yes,No
REV02552,BKG003980,CUST00258,TURF022,4,Crowded,2024-09-09,Yes,Yes
REV02553,BKG008707,CUST00977,TURF045,1,Excellent surface quality,2025-09-28,Yes,Yes
REV02554,BKG004920,CUST00690,TURF047,5,Average experience,2024-03-22,Yes,No
REV02555,BKG004912,CUST01094,TURF048,4,Will book again,2025-12-28,Yes,Yes
REV02556,BKG002031,CUST00709,TURF032,4,Excellent surface quality,2025-02-21,Yes,No
REV02557,BKG007840,CUST02493,TURF031,5,Well maintained,2025-06-20,Yes,Yes
REV02558,BKG004491,CUST02156,TURF035,4,Great experience,2024-06-28,Yes,No
REV02559,BKG001470,CUST01621,TURF028,4,Friendly staff,2025-04-12,Yes,Yes
REV02560,BKG006887,CUST00885,TURF018,5,Value for money,2025-11-20,Yes,No
REV02561,BKG001896,CUST01857,TURF037,5,Great experience,2025-07-04,Yes,No
REV02562,BKG001799,CUST01067,TURF004,2,Great experience,2024-04-26,Yes,No
