CancellationID,BookingID,CustomerID,CancellationDate,Reason,CancelledBy,RefundPercentage,RefundAmount,RefundStatus
CNL00605,BKG004879,CUST00274,2024-09-06,Double Booking Error,System,75,1500,Not Applicable
CNL00606,BKG004893,CUST01663,2024-08-06,Double Booking Error,System,50,750,Not Applicable
CNL00607,BKG004899,CUST00735,2026-04-26,Weather Conditions,Turf Owner,100,800,Not Applicable
CNL00608,BKG004904,CUST00277,2024-01-23,Turf Maintenance,System,0,0,Not Applicable
CNL00609,BKG004905,CUST02496,2025-11-22,Turf Maintenance,System,100,1500,Processed
CNL00610,BKG004916,CUST00888,2025-04-06,Weather Conditions,Customer,25,250,Processed
CNL00611,BKG004943,CUST01982,2026-03-22,Personal Emergency,System,50,750,Processed
CNL00612,BKG004949,CUST02185,2026-03-02,Power Outage,System,100,1500,Processed
CNL00613,BKG004954,CUST01162,2025-05-29,Payment Failure,Turf Owner,75,900,Not Applicable
CNL00614,BKG004957,CUST01763,2024-11-21,Staff Unavailability,System,75,900,Not Applicable
CNL00615,BKG004970,CUST01551,2024-07-05,Staff Unavailability,Customer,50,600,Processed
CNL00616,BKG004986,CUST02135,2026-06-15,Turf Maintenance,System,100,1500,Not Applicable
CNL00617,BKG005015,CUST02277,2024-10-20,Power Outage,System,75,1125,Processed
CNL00618,BKG005035,CUST02105,2024-12-08,Double Booking Error,Customer,75,1125,Processed
CNL00619,BKG005043,CUST00874,2026-05-24,Personal Emergency,Customer,0,0,Processed
CNL00620,BKG005045,CUST02058,2024-04-30,Staff Unavailability,Customer,100,800,Not Applicable
CNL00621,BKG005046,CUST02372,2024-07-11,Staff Unavailability,Turf Owner,25,375,Processed
CNL00622,BKG005049,CUST01140,2025-11-16,Personal Emergency,System,75,1875,Processed
CNL00623,BKG005054,CUST01693,2026-01-18,Power Outage,Turf Owner,50,500,Processed
CNL00624,BKG005056,CUST00682,2025-09-12,Payment Failure,Turf Owner,50,1250,Not Applicable
CNL00625,BKG005057,CUST02338,2024-11-06,Double Booking Error,Turf Owner,25,500,Processed
CNL00626,BKG005062,CUST01877,2026-03-23,Turf Maintenance,System,0,0,Processed
CNL00627,BKG005086,CUST01913,2024-03-03,Weather Conditions,System,25,250,Processed
CNL00628,BKG005102,CUST02165,2024-06-11,Weather Conditions,Customer,75,1875,Processed
CNL00629,BKG005119,CUST00465,2026-06-02,Double Booking Error,Turf Owner,100,1200,Not Applicable
CNL00630,BKG005142,CUST01146,2024-12-13,Customer Request,Customer,25,200,Pending
CNL00631,BKG005150,CUST00339,2026-02-24,Weather Conditions,System,100,1000,Pending
CNL00632,BKG005169,CUST01150,2026-03-26,Power Outage,Customer,100,1000,Processed
CNL00633,BKG005170,CUST01929,2026-04-05,Turf Maintenance,System,50,900,Processed
CNL00634,BKG005171,CUST00261,2025-10-18,Payment Failure,System,0,0,Processed
CNL00635,BKG005197,CUST01872,2024-03-15,Turf Maintenance,Customer,25,375,Processed
CNL00636,BKG005205,CUST01308,2025-01-27,Double Booking Error,Customer,100,1500,Pending
CNL00637,BKG005213,CUST01149,2025-10-16,Customer Request,Customer,100,1800,Processed
CNL00638,BKG005217,CUST01156,2025-12-11,Double Booking Error,Turf Owner,25,450,Processed
CNL00639,BKG005221,CUST02409,2024-12-10,Double Booking Error,Customer,50,750,Processed
CNL00640,BKG005229,CUST02131,2025-02-14,Staff Unavailability,Turf Owner,0,0,Not Applicable
CNL00641,BKG005236,CUST01730,2025-06-08,Weather Conditions,Customer,50,750,Processed
CNL00642,BKG005258,CUST01703,2025-05-11,Customer Request,System,50,750,Processed
CNL00643,BKG005265,CUST02038,2025-05-04,Power Outage,Turf Owner,100,2500,Processed
CNL00644,BKG005284,CUST01804,2024-03-21,Weather Conditions,Customer,100,1800,Pending
CNL00645,BKG005285,CUST00098,2024-04-15,Staff Unavailability,System,75,1125,Processed
CNL00646,BKG005289,CUST00577,2024-08-08,Customer Request,System,0,0,Not Applicable
CNL00647,BKG005291,CUST00564,2025-06-28,Power Outage,Turf Owner,100,1500,Not Applicable
CNL00648,BKG005301,CUST01956,2024-06-20,Turf Maintenance,Turf Owner,100,1500,Processed
CNL00649,BKG005306,CUST01016,2025-09-03,Staff Unavailability,Turf Owner,50,1250,Processed
CNL00650,BKG005323,CUST00866,2026-05-14,Staff Unavailability,Turf Owner,0,0,Processed
CNL00651,BKG005324,CUST00878,2024-01-14,Weather Conditions,Customer,50,1000,Pending
CNL00652,BKG005333,CUST01487,2025-08-28,Power Outage,Customer,50,1250,Processed
CNL00653,BKG005334,CUST01517,2025-07-11,Personal Emergency,Turf Owner,25,375,Processed
CNL00654,BKG005359,CUST01770,2026-03-16,Personal Emergency,Customer,25,250,Processed
CNL00655,BKG005363,CUST02074,2024-09-27,Staff Unavailability,System,75,750,Not Applicable
CNL00656,BKG005377,CUST00272,2024-05-09,Power Outage,Turf Owner,100,1800,Not Applicable
CNL00657,BKG005385,CUST00442,2025-01-14,Weather Conditions,Customer,25,250,Not Applicable
CNL00658,BKG005392,CUST01542,2024-01-07,Customer Request,Turf Owner,100,1500,Not Applicable
CNL00659,BKG005397,CUST01188,2026-01-20,Payment Failure,System,25,200,Processed
CNL00660,BKG005417,CUST02159,2025-09-23,Weather Conditions,System,50,1250,Processed
CNL00661,BKG005421,CUST01256,2024-02-07,Staff Unavailability,Customer,0,0,Processed
CNL00662,BKG005430,CUST00767,2024-08-10,Payment Failure,Customer,25,250,Not Applicable
CNL00663,BKG005435,CUST00216,2025-04-21,Weather Conditions,System,0,0,Pending
CNL00664,BKG005442,CUST01358,2024-11-19,Staff Unavailability,System,0,0,Pending
CNL00665,BKG005454,CUST00688,2025-02-20,Weather Conditions,Turf Owner,0,0,Processed
CNL00666,BKG005460,CUST01507,2024-05-31,Double Booking Error,System,0,0,Processed
CNL00667,BKG005468,CUST00014,2024-03-20,Payment Failure,Customer,50,750,Not Applicable
CNL00668,BKG005471,CUST02340,2024-05-24,Double Booking Error,Turf Owner,100,1000,Processed
CNL00669,BKG005472,CUST00241,2025-12-06,Power Outage,Turf Owner,75,1125,Pending
CNL00670,BKG005502,CUST01114,2025-03-11,Turf Maintenance,System,0,0,Processed
CNL00671,BKG005505,CUST00897,2024-07-25,Payment Failure,System,75,1350,Not Applicable
CNL00672,BKG005512,CUST01228,2024-06-22,Staff Unavailability,System,50,600,Not Applicable
CNL00673,BKG005523,CUST01467,2025-09-07,Turf Maintenance,Turf Owner,0,0,Pending
CNL00674,BKG005534,CUST01746,2024-02-09,Double Booking Error,System,0,0,Not Applicable
CNL00675,BKG005535,CUST00097,2024-11-13,Personal Emergency,System,25,300,Pending
CNL00676,BKG005541,CUST02032,2024-07-10,Double Booking Error,Turf Owner,75,1875,Not Applicable
CNL00677,BKG005554,CUST01672,2024-10-23,Staff Unavailability,Customer,25,625,Processed
CNL00678,BKG005555,CUST01929,2025-08-06,Double Booking Error,Turf Owner,100,2500,Processed
CNL00679,BKG005563,CUST00975,2025-12-20,Power Outage,Customer,75,1875,Processed
CNL00680,BKG005566,CUST00975,2026-03-29,Payment Failure,Customer,50,500,Processed
CNL00681,BKG005574,CUST00300,2025-06-17,Double Booking Error,Turf Owner,0,0,Processed
CNL00682,BKG005584,CUST01658,2025-03-27,Staff Unavailability,System,50,500,Processed
CNL00683,BKG005589,CUST02215,2025-09-20,Personal Emergency,Turf Owner,50,750,Processed
CNL00684,BKG005606,CUST00314,2024-06-14,Staff Unavailability,Turf Owner,100,1000,Processed
CNL00685,BKG005607,CUST00075,2025-01-22,Weather Conditions,Turf Owner,75,1125,Processed
CNL00686,BKG005612,CUST02272,2025-07-21,Customer Request,Turf Owner,75,1125,Processed
CNL00687,BKG005616,CUST01914,2026-02-12,Payment Failure,Turf Owner,25,300,Processed
CNL00688,BKG005630,CUST01751,2024-09-03,Staff Unavailability,Customer,50,1000,Processed
CNL00689,BKG005642,CUST01435,2024-09-14,Personal Emergency,System,50,900,Processed
CNL00690,BKG005656,CUST00261,2025-06-10,Power Outage,Turf Owner,0,0,Processed
CNL00691,BKG005665,CUST00361,2025-10-01,Double Booking Error,Turf Owner,25,375,Processed
CNL00692,BKG005667,CUST00871,2025-11-16,Weather Conditions,System,75,750,Processed
CNL00693,BKG005672,CUST01308,2025-11-11,Payment Failure,System,100,1200,Processed
CNL00694,BKG005675,CUST02048,2024-11-30,Staff Unavailability,Customer,100,1000,Pending
CNL00695,BKG005677,CUST00015,2024-09-06,Weather Conditions,System,0,0,Processed
CNL00696,BKG005678,CUST02178,2024-11-14,Personal Emergency,Customer,50,400,Processed
CNL00697,BKG005685,CUST00433,2025-07-09,Payment Failure,Customer,25,500,Processed
CNL00698,BKG005687,CUST01536,2024-12-31,Customer Request,Turf Owner,100,2500,Processed
CNL00699,BKG005689,CUST01146,2026-02-20,Staff Unavailability,System,0,0,Processed
CNL00700,BKG005709,CUST02008,2026-01-04,Power Outage,Turf Owner,50,600,Processed
CNL00701,BKG005719,CUST01078,2025-01-12,Personal Emergency,Customer,100,1500,Processed
CNL00702,BKG005721,CUST01653,2025-03-31,Staff Unavailability,Customer,50,750,Not Applicable
CNL00703,BKG005728,CUST00721,2024-12-03,Personal Emergency,Turf Owner,100,2500,Not Applicable
CNL00704,BKG005735,CUST02111,2025-11-19,Personal Emergency,Turf Owner,100,1200,Processed
CNL00705,BKG005742,CUST00031,2025-02-13,Customer Request,System,25,625,Processed
CNL00706,BKG005746,CUST01763,2024-11-17,Personal Emergency,Customer,50,1250,Not Applicable
CNL00707,BKG005750,CUST00512,2025-04-24,Weather Conditions,Turf Owner,100,800,Processed
CNL00708,BKG005753,CUST02437,2024-11-10,Personal Emergency,Customer,25,250,Pending
CNL00709,BKG005758,CUST00223,2026-02-24,Staff Unavailability,Customer,0,0,Processed
CNL00710,BKG005770,CUST00276,2026-04-25,Payment Failure,Customer,50,1000,Processed
CNL00711,BKG005771,CUST01945,2026-04-03,Double Booking Error,Customer,50,750,Not Applicable
CNL00712,BKG005772,CUST01050,2026-06-16,Power Outage,Turf Owner,75,1350,Pending
CNL00713,BKG005781,CUST00135,2024-08-27,Customer Request,Turf Owner,0,0,Pending
CNL00714,BKG005783,CUST01753,2025-07-20,Customer Request,System,25,450,Processed
CNL00715,BKG005789,CUST00953,2024-06-03,Personal Emergency,System,25,625,Processed
CNL00716,BKG005808,CUST01299,2026-04-28,Customer Request,System,100,1800,Not Applicable
CNL00717,BKG005840,CUST01633,2026-03-12,Personal Emergency,Turf Owner,75,1125,Not Applicable
CNL00718,BKG005854,CUST00310,2026-05-01,Customer Request,Customer,75,1875,Processed
CNL00719,BKG005858,CUST02446,2025-02-10,Weather Conditions,Customer,100,1000,Processed
CNL00720,BKG005865,CUST01255,2024-06-22,Weather Conditions,System,75,1875,Processed
CNL00721,BKG005873,CUST01067,2025-09-02,Double Booking Error,System,100,2500,Processed
CNL00722,BKG005885,CUST00235,2025-01-05,Customer Request,System,50,1000,Processed
CNL00723,BKG005890,CUST02020,2024-12-24,Turf Maintenance,System,25,200,Pending
CNL00724,BKG005894,CUST01829,2025-10-27,Turf Maintenance,Customer,75,1875,Processed
CNL00725,BKG005907,CUST00121,2026-02-09,Weather Conditions,Turf Owner,50,600,Not Applicable
CNL00726,BKG005908,CUST01251,2024-11-19,Customer Request,Customer,75,1125,Processed
CNL00727,BKG005911,CUST02218,2026-02-04,Power Outage,System,0,0,Processed
CNL00728,BKG005915,CUST01043,2026-02-26,Power Outage,Turf Owner,0,0,Processed
CNL00729,BKG005928,CUST02411,2024-06-12,Personal Emergency,System,100,1500,Processed
CNL00730,BKG005934,CUST00284,2024-07-15,Customer Request,Turf Owner,100,1500,Processed
CNL00731,BKG005949,CUST00451,2025-05-05,Weather Conditions,Turf Owner,50,1250,Not Applicable
CNL00732,BKG005950,CUST01702,2025-07-01,Power Outage,System,0,0,Processed
CNL00733,BKG005953,CUST01950,2024-03-10,Staff Unavailability,Turf Owner,0,0,Processed
CNL00734,BKG005963,CUST01179,2024-07-10,Staff Unavailability,System,0,0,Not Applicable
CNL00735,BKG005976,CUST01775,2024-04-11,Power Outage,Turf Owner,50,1250,Not Applicable
CNL00736,BKG005995,CUST01355,2025-03-13,Customer Request,System,25,500,Processed
CNL00737,BKG006002,CUST02225,2024-02-06,Double Booking Error,Turf Owner,25,250,Processed
CNL00738,BKG006003,CUST01888,2025-06-12,Customer Request,Customer,0,0,Processed
CNL00739,BKG006026,CUST01994,2023-12-31,Payment Failure,Turf Owner,0,0,Processed
CNL00740,BKG006028,CUST02217,2025-11-04,Double Booking Error,Turf Owner,100,1000,Processed
CNL00741,BKG006039,CUST00294,2024-10-25,Staff Unavailability,Turf Owner,25,375,Processed
CNL00742,BKG006040,CUST01160,2024-10-12,Double Booking Error,Turf Owner,50,500,Processed
CNL00743,BKG006044,CUST01749,2025-02-07,Double Booking Error,Customer,75,1125,Processed
CNL00744,BKG006062,CUST01567,2024-01-28,Payment Failure,System,100,1500,Processed
CNL00745,BKG006072,CUST00223,2026-04-13,Power Outage,Turf Owner,100,1200,Processed
CNL00746,BKG006080,CUST01151,2025-02-04,Weather Conditions,System,75,900,Processed
CNL00747,BKG006081,CUST00383,2024-09-03,Personal Emergency,System,25,300,Processed
CNL00748,BKG006127,CUST00252,2024-09-18,Double Booking Error,Turf Owner,75,600,Pending
CNL00749,BKG006130,CUST00907,2025-08-31,Payment Failure,Customer,100,800,Pending
CNL00750,BKG006142,CUST01326,2024-03-11,Turf Maintenance,Turf Owner,25,300,Not Applicable
CNL00751,BKG006154,CUST01372,2024-05-11,Weather Conditions,Customer,25,375,Processed
CNL00752,BKG006163,CUST02275,2025-11-11,Weather Conditions,Customer,75,1125,Pending
CNL00753,BKG006169,CUST01405,2025-10-22,Turf Maintenance,Turf Owner,100,2000,Not Applicable
CNL00754,BKG006174,CUST02202,2025-08-21,Turf Maintenance,Turf Owner,0,0,Not Applicable
CNL00755,BKG006202,CUST00161,2024-12-16,Customer Request,Turf Owner,75,1500,Not Applicable
CNL00756,BKG006203,CUST02146,2024-04-19,Turf Maintenance,System,100,1500,Pending
CNL00757,BKG006211,CUST00302,2024-04-08,Staff Unavailability,Turf Owner,25,300,Processed
CNL00758,BKG006221,CUST01914,2026-03-15,Staff Unavailability,System,50,500,Processed
CNL00759,BKG006227,CUST01712,2026-06-16,Turf Maintenance,System,75,1125,Processed
CNL00760,BKG006228,CUST00500,2026-03-14,Weather Conditions,Customer,100,1000,Processed
CNL00761,BKG006248,CUST00981,2025-02-25,Power Outage,Customer,75,750,Not Applicable
CNL00762,BKG006253,CUST01816,2024-12-18,Personal Emergency,Customer,25,375,Not Applicable
CNL00763,BKG006262,CUST02347,2024-02-18,Weather Conditions,Customer,25,375,Not Applicable
CNL00764,BKG006270,CUST01749,2026-05-16,Payment Failure,Customer,75,750,Processed
CNL00765,BKG006287,CUST01238,2026-04-08,Staff Unavailability,System,75,1875,Not Applicable
CNL00766,BKG006292,CUST00918,2026-03-27,Turf Maintenance,Turf Owner,50,1250,Processed
CNL00767,BKG006300,CUST02243,2024-04-09,Double Booking Error,System,100,800,Processed
CNL00768,BKG006310,CUST02113,2025-07-29,Power Outage,System,0,0,Not Applicable
CNL00769,BKG006320,CUST00037,2025-02-14,Weather Conditions,Turf Owner,25,375,Not Applicable
CNL00770,BKG006324,CUST01629,2025-05-20,Personal Emergency,Turf Owner,50,750,Processed
CNL00771,BKG006325,CUST01881,2024-11-09,Power Outage,Turf Owner,0,0,Processed
CNL00772,BKG006329,CUST00015,2025-06-23,Weather Conditions,System,50,1250,Processed
CNL00773,BKG006332,CUST00198,2025-01-17,Payment Failure,Turf Owner,25,500,Processed
CNL00774,BKG006350,CUST00295,2024-03-01,Turf Maintenance,System,100,1000,Processed
CNL00775,BKG006360,CUST01184,2024-11-11,Weather Conditions,System,25,200,Processed
CNL00776,BKG006368,CUST02436,2025-08-26,Double Booking Error,Turf Owner,0,0,Pending
CNL00777,BKG006371,CUST01730,2025-02-18,Customer Request,Customer,0,0,Processed
CNL00778,BKG006378,CUST00673,2024-05-23,Staff Unavailability,Turf Owner,100,1500,Pending
CNL00779,BKG006392,CUST01891,2025-07-06,Power Outage,Turf Owner,25,625,Processed
CNL00780,BKG006413,CUST00227,2025-05-26,Turf Maintenance,Customer,100,800,Processed
CNL00781,BKG006422,CUST02460,2024-07-14,Staff Unavailability,System,50,500,Pending
CNL00782,BKG006431,CUST02190,2026-05-26,Payment Failure,System,25,250,Processed
CNL00783,BKG006432,CUST00653,2024-04-01,Double Booking Error,Customer,0,0,Processed
CNL00784,BKG006446,CUST01228,2025-05-23,Personal Emergency,System,25,625,Processed
CNL00785,BKG006448,CUST02203,2024-05-27,Customer Request,System,75,1125,Pending
CNL00786,BKG006459,CUST00802,2025-02-24,Double Booking Error,Turf Owner,0,0,Not Applicable
CNL00787,BKG006463,CUST02314,2025-12-21,Power Outage,Customer,75,1125,Processed
CNL00788,BKG006484,CUST00562,2024-02-25,Personal Emergency,System,75,750,Processed
CNL00789,BKG006494,CUST01302,2025-12-06,Weather Conditions,Customer,50,500,Processed
CNL00790,BKG006510,CUST01731,2025-08-31,Payment Failure,System,75,600,Pending
CNL00791,BKG006511,CUST01223,2025-12-17,Staff Unavailability,Turf Owner,25,450,Processed
CNL00792,BKG006525,CUST01589,2024-06-21,Double Booking Error,Turf Owner,25,375,Not Applicable
CNL00793,BKG006537,CUST02097,2025-07-23,Power Outage,Customer,25,625,Processed
CNL00794,BKG006544,CUST00936,2024-08-14,Weather Conditions,Customer,75,750,Processed
CNL00795,BKG006554,CUST01652,2025-03-11,Double Booking Error,Customer,25,500,Pending
CNL00796,BKG006560,CUST01042,2025-01-11,Personal Emergency,Turf Owner,50,400,Not Applicable
CNL00797,BKG006565,CUST01565,2024-09-16,Payment Failure,System,50,750,Processed
CNL00798,BKG006573,CUST00820,2025-06-11,Payment Failure,Customer,100,2000,Processed
CNL00799,BKG006575,CUST01380,2025-08-23,Personal Emergency,System,100,2500,Processed
CNL00800,BKG006580,CUST01113,2026-04-04,Payment Failure,System,75,600,Processed
CNL00801,BKG006582,CUST00531,2025-04-18,Personal Emergency,Customer,100,2000,Processed
CNL00802,BKG006587,CUST02315,2025-02-06,Payment Failure,System,25,625,Pending
CNL00803,BKG006594,CUST00002,2026-05-26,Weather Conditions,Customer,100,2500,Processed
CNL00804,BKG006597,CUST01545,2024-12-31,Payment Failure,System,75,750,Not Applicable
CNL00805,BKG006605,CUST01604,2024-03-02,Weather Conditions,Turf Owner,0,0,Pending
CNL00806,BKG006627,CUST00995,2025-06-15,Double Booking Error,Turf Owner,100,800,Processed
CNL00807,BKG006629,CUST01406,2026-05-31,Personal Emergency,System,100,2500,Processed
CNL00808,BKG006630,CUST01609,2024-06-30,Customer Request,Customer,75,1125,Not Applicable
CNL00809,BKG006635,CUST02156,2024-02-22,Customer Request,System,0,0,Not Applicable
CNL00810,BKG006647,CUST00441,2024-06-19,Power Outage,Customer,0,0,Not Applicable
CNL00811,BKG006657,CUST02490,2025-08-24,Double Booking Error,Turf Owner,25,625,Pending
CNL00812,BKG006662,CUST01104,2024-08-17,Turf Maintenance,Customer,50,750,Not Applicable
CNL00813,BKG006663,CUST01393,2025-06-30,Weather Conditions,Customer,100,2500,Processed
CNL00814,BKG006669,CUST00723,2026-01-04,Staff Unavailability,System,75,750,Not Applicable
CNL00815,BKG006674,CUST01340,2024-11-25,Payment Failure,System,0,0,Processed
CNL00816,BKG006678,CUST01985,2025-06-20,Staff Unavailability,Customer,25,625,Processed
CNL00817,BKG006679,CUST01271,2025-11-10,Payment Failure,System,75,1875,Processed
CNL00818,BKG006682,CUST00304,2024-04-18,Staff Unavailability,Turf Owner,0,0,Processed
CNL00819,BKG006694,CUST00420,2025-02-19,Payment Failure,System,50,400,Processed
CNL00820,BKG006696,CUST00397,2025-09-13,Customer Request,Turf Owner,50,750,Not Applicable
CNL00821,BKG006702,CUST02145,2025-01-16,Customer Request,Turf Owner,50,500,Not Applicable
CNL00822,BKG006706,CUST02485,2025-12-11,Weather Conditions,Customer,25,375,Pending
CNL00823,BKG006734,CUST00207,2025-06-06,Double Booking Error,System,50,500,Processed
CNL00824,BKG006742,CUST00383,2024-06-03,Payment Failure,Customer,50,900,Pending
CNL00825,BKG006746,CUST02155,2025-02-14,Turf Maintenance,System,100,1200,Processed
CNL00826,BKG006756,CUST00252,2025-09-13,Payment Failure,System,75,1875,Pending
CNL00827,BKG006787,CUST00140,2024-11-11,Weather Conditions,Customer,100,2000,Pending
CNL00828,BKG006792,CUST01364,2025-11-22,Turf Maintenance,Turf Owner,50,900,Processed
CNL00829,BKG006793,CUST01550,2025-04-07,Power Outage,System,50,750,Processed
CNL00830,BKG006804,CUST01168,2025-10-23,Turf Maintenance,Turf Owner,0,0,Not Applicable
CNL00831,BKG006821,CUST01165,2025-12-10,Staff Unavailability,Turf Owner,75,1500,Processed
CNL00832,BKG006822,CUST01964,2024-10-13,Customer Request,Turf Owner,25,200,Not Applicable
CNL00833,BKG006828,CUST01320,2024-09-21,Double Booking Error,Customer,25,300,Not Applicable
CNL00834,BKG006842,CUST01107,2025-11-12,Personal Emergency,Turf Owner,100,2500,Not Applicable
CNL00835,BKG006847,CUST01673,2024-10-30,Turf Maintenance,Customer,75,1500,Processed
CNL00836,BKG006869,CUST02201,2025-12-31,Staff Unavailability,System,50,500,Not Applicable
CNL00837,BKG006871,CUST00971,2024-09-13,Payment Failure,Turf Owner,0,0,Processed
CNL00838,BKG006893,CUST00734,2026-05-26,Double Booking Error,System,100,2000,Processed
CNL00839,BKG006897,CUST01738,2024-08-09,Staff Unavailability,System,25,250,Processed
CNL00840,BKG006903,CUST01323,2026-03-29,Staff Unavailability,Turf Owner,100,1000,Not Applicable
CNL00841,BKG006904,CUST02042,2025-09-21,Power Outage,Turf Owner,50,1250,Processed
CNL00842,BKG006906,CUST02048,2024-06-30,Customer Request,Turf Owner,75,1125,Not Applicable
CNL00843,BKG006917,CUST02268,2025-05-12,Personal Emergency,Customer,100,800,Processed
CNL00844,BKG006932,CUST00303,2026-05-28,Payment Failure,Customer,75,1875,Processed
CNL00845,BKG006946,CUST00130,2025-02-26,Weather Conditions,Customer,100,2000,Pending
CNL00846,BKG006948,CUST01736,2025-08-09,Staff Unavailability,System,0,0,Processed
CNL00847,BKG006950,CUST01190,2024-01-01,Double Booking Error,System,25,375,Not Applicable
CNL00848,BKG006953,CUST02458,2025-05-09,Staff Unavailability,System,25,250,Processed
CNL00849,BKG006976,CUST00671,2025-04-18,Personal Emergency,Turf Owner,100,2000,Pending
CNL00850,BKG006978,CUST01856,2024-10-02,Weather Conditions,Turf Owner,0,0,Pending
CNL00851,BKG006984,CUST01152,2025-10-31,Weather Conditions,Customer,75,900,Pending
CNL00852,BKG006994,CUST01125,2025-03-18,Personal Emergency,Turf Owner,50,500,Not Applicable
CNL00853,BKG007042,CUST01280,2026-02-28,Customer Request,System,75,900,Processed
CNL00854,BKG007043,CUST00877,2025-04-15,Customer Request,Customer,25,375,Pending
CNL00855,BKG007067,CUST00431,2024-01-11,Customer Request,System,75,1125,Processed
CNL00856,BKG007073,CUST00823,2026-05-01,Customer Request,System,50,900,Processed
CNL00857,BKG007076,CUST00912,2025-01-30,Customer Request,Customer,100,1000,Processed
CNL00858,BKG007081,CUST00352,2024-09-06,Turf Maintenance,System,50,750,Not Applicable
CNL00859,BKG007083,CUST00519,2024-10-18,Personal Emergency,Turf Owner,50,900,Pending
CNL00860,BKG007087,CUST00617,2024-06-09,Turf Maintenance,Turf Owner,100,2000,Processed
CNL00861,BKG007088,CUST01234,2025-08-21,Staff Unavailability,Turf Owner,0,0,Processed
CNL00862,BKG007103,CUST01724,2025-06-20,Payment Failure,Customer,100,1800,Processed
CNL00863,BKG007105,CUST00088,2025-03-01,Personal Emergency,Customer,100,800,Processed
CNL00864,BKG007150,CUST02467,2024-09-29,Personal Emergency,Turf Owner,0,0,Processed
CNL00865,BKG007152,CUST02182,2024-12-03,Personal Emergency,Turf Owner,75,900,Processed
CNL00866,BKG007155,CUST00030,2025-07-10,Personal Emergency,Turf Owner,50,750,Processed
CNL00867,BKG007158,CUST02476,2026-02-26,Weather Conditions,System,75,1125,Processed
CNL00868,BKG007159,CUST02349,2026-05-23,Weather Conditions,Customer,100,1200,Processed
CNL00869,BKG007205,CUST00781,2026-04-22,Customer Request,Turf Owner,50,500,Processed
CNL00870,BKG007211,CUST00948,2024-05-28,Staff Unavailability,System,25,300,Not Applicable
CNL00871,BKG007216,CUST00938,2024-04-01,Weather Conditions,System,50,1250,Processed
CNL00872,BKG007219,CUST00224,2025-04-26,Double Booking Error,Customer,0,0,Processed
CNL00873,BKG007222,CUST00116,2026-03-22,Power Outage,Turf Owner,75,600,Pending
CNL00874,BKG007224,CUST00837,2025-03-14,Personal Emergency,Customer,100,1500,Pending
CNL00875,BKG007230,CUST00337,2024-03-09,Personal Emergency,System,0,0,Processed
CNL00876,BKG007245,CUST00098,2025-08-16,Double Booking Error,Turf Owner,75,1125,Pending
CNL00877,BKG007249,CUST01624,2025-03-16,Customer Request,Turf Owner,100,1000,Pending
CNL00878,BKG007252,CUST01166,2025-07-19,Staff Unavailability,Customer,0,0,Pending
CNL00879,BKG007264,CUST00938,2025-03-11,Staff Unavailability,Customer,50,750,Pending
CNL00880,BKG007276,CUST00705,2024-12-25,Staff Unavailability,System,50,400,Processed
CNL00881,BKG007278,CUST02312,2025-06-16,Payment Failure,System,0,0,Not Applicable
CNL00882,BKG007289,CUST01833,2024-11-24,Turf Maintenance,Turf Owner,25,250,Not Applicable
CNL00883,BKG007313,CUST01149,2024-05-25,Double Booking Error,Customer,0,0,Not Applicable
CNL00884,BKG007326,CUST02091,2025-07-17,Payment Failure,Turf Owner,75,750,Processed
CNL00885,BKG007350,CUST00286,2025-09-22,Payment Failure,Customer,0,0,Processed
CNL00886,BKG007357,CUST01395,2026-06-11,Staff Unavailability,Customer,75,1125,Processed
CNL00887,BKG007366,CUST01502,2026-04-08,Customer Request,System,0,0,Processed
CNL00888,BKG007376,CUST01697,2025-04-02,Weather Conditions,System,100,1000,Processed
CNL00889,BKG007389,CUST02225,2024-04-16,Customer Request,Turf Owner,25,625,Processed
CNL00890,BKG007397,CUST00499,2026-04-16,Payment Failure,System,0,0,Not Applicable
CNL00891,BKG007403,CUST01330,2024-02-26,Double Booking Error,System,50,750,Not Applicable
CNL00892,BKG007411,CUST00976,2026-04-28,Turf Maintenance,Turf Owner,75,1500,Processed
CNL00893,BKG007417,CUST01252,2024-12-13,Payment Failure,Turf Owner,25,375,Processed
CNL00894,BKG007424,CUST00485,2025-08-07,Payment Failure,Customer,100,1800,Processed
CNL00895,BKG007431,CUST00728,2026-01-09,Customer Request,Turf Owner,50,1250,Processed
CNL00896,BKG007432,CUST02460,2025-01-04,Staff Unavailability,Turf Owner,25,625,Processed
CNL00897,BKG007434,CUST00603,2025-03-31,Payment Failure,System,25,200,Processed
CNL00898,BKG007441,CUST01589,2026-02-19,Double Booking Error,Turf Owner,75,1350,Pending
CNL00899,BKG007452,CUST01051,2026-04-03,Double Booking Error,Turf Owner,75,1875,Not Applicable
CNL00900,BKG007462,CUST00492,2024-03-24,Weather Conditions,Turf Owner,0,0,Processed
CNL00901,BKG007476,CUST00070,2025-03-07,Weather Conditions,Turf Owner,0,0,Processed
CNL00902,BKG007482,CUST02304,2025-02-03,Weather Conditions,System,25,250,Processed
CNL00903,BKG007495,CUST01608,2024-08-28,Personal Emergency,System,50,750,Not Applicable
CNL00904,BKG007507,CUST02079,2024-11-21,Personal Emergency,System,100,2500,Not Applicable
CNL00905,BKG007515,CUST02098,2024-02-06,Customer Request,Turf Owner,50,750,Processed
CNL00906,BKG007527,CUST00672,2025-10-16,Customer Request,System,50,600,Pending
