SlotID,TurfID,SlotDate,StartTime,EndTime,DayOfWeek,Price,IsPeakHour,Status
SLOT005600,TURF031,2024-04-27,18:00,19:00,Saturday,2000,Yes,Available
SLOT005601,TURF044,2024-02-02,10:00,11:00,Friday,1000,No,Available
SLOT005602,TURF001,2026-05-09,08:00,09:00,Saturday,1000,No,Booked
SLOT005603,TURF029,2025-02-22,08:00,09:00,Saturday,2000,No,Booked
SLOT005604,TURF005,2026-03-14,09:00,10:00,Saturday,1200,No,Available
SLOT005605,TURF049,2024-08-12,22:00,23:00,Monday,800,No,Booked
SLOT005606,TURF008,2024-02-15,20:00,21:00,Thursday,1000,Yes,Booked
SLOT005607,TURF042,2025-10-20,14:00,15:00,Monday,1500,No,Available
SLOT005608,TURF017,2024-09-18,13:00,14:00,Wednesday,1200,No,Available
SLOT005609,TURF044,2024-05-17,18:00,19:00,Friday,1000,Yes,Booked
SLOT005610,TURF006,2026-04-27,16:00,17:00,Monday,1500,No,Booked
SLOT005611,TURF006,2024-01-08,14:00,15:00,Monday,1500,No,Booked
SLOT005612,TURF044,2025-11-26,18:00,19:00,Wednesday,1000,Yes,Booked
SLOT005613,TURF049,2025-06-21,10:00,11:00,Saturday,800,No,Booked
SLOT005614,TURF022,2024-12-31,15:00,16:00,Tuesday,1800,No,Available
SLOT005615,TURF012,2025-11-27,06:00,07:00,Thursday,1000,No,Booked
SLOT005616,TURF033,2025-07-09,21:00,22:00,Wednesday,1000,Yes,Available
SLOT005617,TURF020,2026-02-01,15:00,16:00,Sunday,1500,No,Booked
SLOT005618,TURF029,2024-06-18,11:00,12:00,Tuesday,2000,No,Booked
SLOT005619,TURF021,2025-03-15,12:00,13:00,Saturday,2500,No,Booked
SLOT005620,TURF049,2024-10-12,13:00,14:00,Saturday,800,No,Booked
SLOT005621,TURF035,2025-07-25,07:00,08:00,Friday,800,No,Available
SLOT005622,TURF032,2024-07-24,20:00,21:00,Wednesday,800,Yes,Booked
SLOT005623,TURF046,2026-05-21,07:00,08:00,Thursday,800,No,Booked
SLOT005624,TURF031,2025-04-07,08:00,09:00,Monday,2000,No,Booked
SLOT005625,TURF011,2026-04-17,12:00,13:00,Friday,2500,No,Available
SLOT005626,TURF043,2024-11-22,13:00,14:00,Friday,1500,No,Booked
SLOT005627,TURF035,2024-11-17,17:00,18:00,Sunday,800,No,Available
SLOT005628,TURF041,2024-10-29,14:00,15:00,Tuesday,2000,No,Booked
SLOT005629,TURF002,2025-05-21,19:00,20:00,Wednesday,2500,Yes,Available
SLOT005630,TURF031,2024-05-17,20:00,21:00,Friday,2000,Yes,Available
SLOT005631,TURF034,2025-07-03,09:00,10:00,Thursday,1200,No,Booked
SLOT005632,TURF033,2024-05-27,07:00,08:00,Monday,1000,No,Booked
SLOT005633,TURF050,2026-02-20,16:00,17:00,Friday,1800,No,Available
SLOT005634,TURF050,2025-08-14,16:00,17:00,Thursday,1800,No,Booked
SLOT005635,TURF041,2025-12-04,07:00,08:00,Thursday,2000,No,Booked
SLOT005636,TURF024,2024-08-16,20:00,21:00,Friday,1000,Yes,Booked
SLOT005637,TURF046,2025-02-20,13:00,14:00,Thursday,800,No,Booked
SLOT005638,TURF024,2026-06-28,18:00,19:00,Sunday,1000,Yes,Booked
SLOT005639,TURF032,2026-03-14,11:00,12:00,Saturday,800,No,Booked
SLOT005640,TURF031,2024-08-07,10:00,11:00,Wednesday,2000,No,Booked
SLOT005641,TURF002,2025-01-04,09:00,10:00,Saturday,2500,No,Blocked
SLOT005642,TURF008,2025-02-16,11:00,12:00,Sunday,1000,No,Available
SLOT005643,TURF044,2026-07-07,22:00,23:00,Tuesday,1000,No,Available
SLOT005644,TURF045,2024-07-04,13:00,14:00,Thursday,2500,No,Booked
SLOT005645,TURF034,2025-07-31,14:00,15:00,Thursday,1200,No,Booked
SLOT005646,TURF035,2024-11-28,15:00,16:00,Thursday,800,No,Booked
SLOT005647,TURF001,2025-10-07,18:00,19:00,Tuesday,1000,Yes,Blocked
SLOT005648,TURF034,2025-08-11,22:00,23:00,Monday,1200,No,Blocked
SLOT005649,TURF039,2026-03-13,10:00,11:00,Friday,2500,No,Booked
SLOT005650,TURF005,2025-11-18,12:00,13:00,Tuesday,1200,No,Available
SLOT005651,TURF018,2024-10-31,09:00,10:00,Thursday,1200,No,Booked
SLOT005652,TURF021,2024-08-03,17:00,18:00,Saturday,2500,No,Booked
SLOT005653,TURF023,2026-02-05,15:00,16:00,Thursday,1500,No,Booked
SLOT005654,TURF011,2024-09-21,15:00,16:00,Saturday,2500,No,Available
SLOT005655,TURF049,2025-10-26,09:00,10:00,Sunday,800,No,Booked
SLOT005656,TURF014,2024-04-03,18:00,19:00,Wednesday,1500,Yes,Available
SLOT005657,TURF019,2026-05-13,21:00,22:00,Wednesday,1000,Yes,Booked
SLOT005658,TURF004,2024-08-14,20:00,21:00,Wednesday,1000,Yes,Available
SLOT005659,TURF017,2026-05-06,14:00,15:00,Wednesday,1200,No,Available
SLOT005660,TURF008,2024-05-15,19:00,20:00,Wednesday,1000,Yes,Available
SLOT005661,TURF044,2025-02-08,17:00,18:00,Saturday,1000,No,Available
SLOT005662,TURF049,2025-05-27,16:00,17:00,Tuesday,800,No,Booked
SLOT005663,TURF001,2026-02-09,09:00,10:00,Monday,1000,No,Available
SLOT005664,TURF004,2025-05-27,22:00,23:00,Tuesday,1000,No,Booked
SLOT005665,TURF010,2024-10-09,07:00,08:00,Wednesday,2500,No,Booked
SLOT005666,TURF016,2024-01-19,20:00,21:00,Friday,2000,Yes,Available
SLOT005667,TURF010,2024-06-04,19:00,20:00,Tuesday,2500,Yes,Available
SLOT005668,TURF026,2025-03-31,14:00,15:00,Monday,1500,No,Available
SLOT005669,TURF034,2025-12-14,07:00,08:00,Sunday,1200,No,Booked
SLOT005670,TURF021,2026-01-01,07:00,08:00,Thursday,2500,No,Booked
SLOT005671,TURF036,2024-11-26,08:00,09:00,Tuesday,2500,No,Available
SLOT005672,TURF045,2025-02-02,08:00,09:00,Sunday,2500,No,Booked
SLOT005673,TURF032,2026-03-17,11:00,12:00,Tuesday,800,No,Blocked
SLOT005674,TURF010,2025-03-27,16:00,17:00,Thursday,2500,No,Booked
SLOT005675,TURF006,2025-05-09,22:00,23:00,Friday,1500,No,Booked
SLOT005676,TURF004,2025-11-12,19:00,20:00,Wednesday,1000,Yes,Booked
SLOT005677,TURF045,2025-12-31,10:00,11:00,Wednesday,2500,No,Available
SLOT005678,TURF005,2026-03-01,14:00,15:00,Sunday,1200,No,Booked
SLOT005679,TURF021,2024-09-22,08:00,09:00,Sunday,2500,No,Booked
SLOT005680,TURF009,2025-11-12,08:00,09:00,Wednesday,1000,No,Available
SLOT005681,TURF046,2025-02-21,14:00,15:00,Friday,800,No,Available
SLOT005682,TURF006,2024-08-21,07:00,08:00,Wednesday,1500,No,Booked
SLOT005683,TURF016,2026-06-24,10:00,11:00,Wednesday,2000,No,Blocked
SLOT005684,TURF042,2025-02-04,09:00,10:00,Tuesday,1500,No,Available
SLOT005685,TURF016,2026-02-04,13:00,14:00,Wednesday,2000,No,Booked
SLOT005686,TURF036,2026-03-17,21:00,22:00,Tuesday,2500,Yes,Available
SLOT005687,TURF011,2024-10-15,14:00,15:00,Tuesday,2500,No,Available
SLOT005688,TURF025,2024-04-04,08:00,09:00,Thursday,2500,No,Booked
SLOT005689,TURF044,2025-12-20,17:00,18:00,Saturday,1000,No,Available
SLOT005690,TURF005,2026-03-22,08:00,09:00,Sunday,1200,No,Booked
SLOT005691,TURF013,2026-01-02,19:00,20:00,Friday,1500,Yes,Booked
SLOT005692,TURF028,2025-01-29,15:00,16:00,Wednesday,1500,No,Booked
SLOT005693,TURF043,2024-03-19,08:00,09:00,Tuesday,1500,No,Available
SLOT005694,TURF036,2025-01-06,13:00,14:00,Monday,2500,No,Available
SLOT005695,TURF020,2026-02-09,18:00,19:00,Monday,1500,Yes,Available
SLOT005696,TURF012,2024-12-13,15:00,16:00,Friday,1000,No,Booked
SLOT005697,TURF043,2025-11-06,09:00,10:00,Thursday,1500,No,Blocked
SLOT005698,TURF034,2025-09-09,10:00,11:00,Tuesday,1200,No,Booked
SLOT005699,TURF021,2026-04-14,08:00,09:00,Tuesday,2500,No,Booked
SLOT005700,TURF042,2026-03-20,13:00,14:00,Friday,1500,No,Available
SLOT005701,TURF014,2025-07-13,12:00,13:00,Sunday,1500,No,Booked
SLOT005702,TURF044,2025-01-30,13:00,14:00,Thursday,1000,No,Available
SLOT005703,TURF033,2025-08-26,17:00,18:00,Tuesday,1000,No,Available
SLOT005704,TURF015,2025-04-24,17:00,18:00,Thursday,2500,No,Booked
SLOT005705,TURF048,2026-01-31,15:00,16:00,Saturday,1800,No,Available
SLOT005706,TURF002,2025-07-17,15:00,16:00,Thursday,2500,No,Booked
SLOT005707,TURF003,2025-05-05,16:00,17:00,Monday,1000,No,Available
SLOT005708,TURF018,2026-02-01,12:00,13:00,Sunday,1200,No,Booked
SLOT005709,TURF017,2025-08-21,08:00,09:00,Thursday,1200,No,Booked
SLOT005710,TURF016,2024-01-24,22:00,23:00,Wednesday,2000,No,Available
SLOT005711,TURF017,2026-01-19,17:00,18:00,Monday,1200,No,Booked
SLOT005712,TURF009,2026-04-22,16:00,17:00,Wednesday,1000,No,Booked
SLOT005713,TURF040,2025-12-24,10:00,11:00,Wednesday,2000,No,Booked
SLOT005714,TURF022,2026-06-06,14:00,15:00,Saturday,1800,No,Booked
SLOT005715,TURF016,2026-02-09,12:00,13:00,Monday,2000,No,Booked
SLOT005716,TURF021,2025-06-24,09:00,10:00,Tuesday,2500,No,Booked
SLOT005717,TURF048,2024-07-13,12:00,13:00,Saturday,1800,No,Booked
SLOT005718,TURF028,2024-04-11,13:00,14:00,Thursday,1500,No,Booked
SLOT005719,TURF008,2025-11-18,13:00,14:00,Tuesday,1000,No,Booked
SLOT005720,TURF014,2025-12-14,21:00,22:00,Sunday,1500,Yes,Available
SLOT005721,TURF040,2024-02-25,11:00,12:00,Sunday,2000,No,Available
SLOT005722,TURF008,2024-08-04,11:00,12:00,Sunday,1000,No,Available
SLOT005723,TURF010,2024-03-19,08:00,09:00,Tuesday,2500,No,Booked
SLOT005724,TURF038,2024-01-31,12:00,13:00,Wednesday,800,No,Available
SLOT005725,TURF004,2025-06-03,12:00,13:00,Tuesday,1000,No,Available
SLOT005726,TURF014,2024-02-17,08:00,09:00,Saturday,1500,No,Booked
SLOT005727,TURF042,2025-09-11,19:00,20:00,Thursday,1500,Yes,Available
SLOT005728,TURF002,2024-06-14,22:00,23:00,Friday,2500,No,Booked
SLOT005729,TURF037,2025-02-20,22:00,23:00,Thursday,1500,No,Available
SLOT005730,TURF035,2024-05-02,13:00,14:00,Thursday,800,No,Booked
SLOT005731,TURF021,2025-10-21,19:00,20:00,Tuesday,2500,Yes,Booked
SLOT005732,TURF035,2024-09-11,22:00,23:00,Wednesday,800,No,Available
SLOT005733,TURF001,2025-01-06,22:00,23:00,Monday,1000,No,Blocked
SLOT005734,TURF029,2025-05-12,19:00,20:00,Monday,2000,Yes,Booked
SLOT005735,TURF030,2025-02-21,21:00,22:00,Friday,2500,Yes,Available
SLOT005736,TURF012,2024-10-13,19:00,20:00,Sunday,1000,Yes,Booked
SLOT005737,TURF011,2024-07-23,17:00,18:00,Tuesday,2500,No,Available
SLOT005738,TURF034,2026-01-09,18:00,19:00,Friday,1200,Yes,Booked
SLOT005739,TURF018,2024-01-29,11:00,12:00,Monday,1200,No,Available
SLOT005740,TURF031,2024-01-30,07:00,08:00,Tuesday,2000,No,Available
SLOT005741,TURF024,2024-09-18,10:00,11:00,Wednesday,1000,No,Available
SLOT005742,TURF041,2024-09-26,07:00,08:00,Thursday,2000,No,Booked
SLOT005743,TURF030,2025-01-31,12:00,13:00,Friday,2500,No,Available
SLOT005744,TURF013,2025-10-24,09:00,10:00,Friday,1500,No,Booked
SLOT005745,TURF040,2025-02-05,22:00,23:00,Wednesday,2000,No,Booked
SLOT005746,TURF044,2025-06-21,14:00,15:00,Saturday,1000,No,Booked
SLOT005747,TURF016,2026-05-04,14:00,15:00,Monday,2000,No,Available
SLOT005748,TURF018,2024-11-28,19:00,20:00,Thursday,1200,Yes,Booked
SLOT005749,TURF013,2025-10-29,19:00,20:00,Wednesday,1500,Yes,Booked
SLOT005750,TURF017,2024-12-18,07:00,08:00,Wednesday,1200,No,Booked
SLOT005751,TURF005,2024-03-14,17:00,18:00,Thursday,1200,No,Blocked
SLOT005752,TURF038,2025-01-21,08:00,09:00,Tuesday,800,No,Blocked
SLOT005753,TURF019,2024-11-09,18:00,19:00,Saturday,1000,Yes,Booked
SLOT005754,TURF043,2024-10-01,07:00,08:00,Tuesday,1500,No,Booked
SLOT005755,TURF039,2026-03-31,21:00,22:00,Tuesday,2500,Yes,Booked
SLOT005756,TURF031,2024-02-14,09:00,10:00,Wednesday,2000,No,Booked
SLOT005757,TURF001,2024-06-29,12:00,13:00,Saturday,1000,No,Available
SLOT005758,TURF022,2026-07-04,19:00,20:00,Saturday,1800,Yes,Booked
SLOT005759,TURF023,2025-06-17,17:00,18:00,Tuesday,1500,No,Booked
SLOT005760,TURF049,2025-08-24,06:00,07:00,Sunday,800,No,Available
SLOT005761,TURF020,2024-10-22,19:00,20:00,Tuesday,1500,Yes,Booked
SLOT005762,TURF048,2024-10-04,22:00,23:00,Friday,1800,No,Available
SLOT005763,TURF019,2025-06-30,18:00,19:00,Monday,1000,Yes,Available
SLOT005764,TURF005,2025-06-29,21:00,22:00,Sunday,1200,Yes,Booked
SLOT005765,TURF029,2026-02-04,20:00,21:00,Wednesday,2000,Yes,Booked
SLOT005766,TURF009,2025-03-18,12:00,13:00,Tuesday,1000,No,Available
SLOT005767,TURF039,2025-12-15,07:00,08:00,Monday,2500,No,Available
SLOT005768,TURF038,2025-11-05,13:00,14:00,Wednesday,800,No,Available
SLOT005769,TURF004,2024-08-14,17:00,18:00,Wednesday,1000,No,Blocked
SLOT005770,TURF045,2026-05-31,20:00,21:00,Sunday,2500,Yes,Booked
SLOT005771,TURF028,2025-03-24,12:00,13:00,Monday,1500,No,Booked
SLOT005772,TURF001,2025-08-03,07:00,08:00,Sunday,1000,No,Booked
SLOT005773,TURF022,2026-03-19,09:00,10:00,Thursday,1800,No,Available
SLOT005774,TURF044,2026-04-21,12:00,13:00,Tuesday,1000,No,Booked
SLOT005775,TURF050,2024-10-24,08:00,09:00,Thursday,1800,No,Blocked
SLOT005776,TURF031,2026-01-12,21:00,22:00,Monday,2000,Yes,Available
SLOT005777,TURF040,2025-03-08,09:00,10:00,Saturday,2000,No,Booked
SLOT005778,TURF033,2024-12-30,14:00,15:00,Monday,1000,No,Booked
SLOT005779,TURF010,2025-02-04,07:00,08:00,Tuesday,2500,No,Booked
SLOT005780,TURF048,2025-06-17,10:00,11:00,Tuesday,1800,No,Booked
SLOT005781,TURF011,2024-08-01,07:00,08:00,Thursday,2500,No,Booked
SLOT005782,TURF034,2026-05-18,16:00,17:00,Monday,1200,No,Booked
SLOT005783,TURF033,2025-12-05,15:00,16:00,Friday,1000,No,Booked
SLOT005784,TURF003,2025-01-15,10:00,11:00,Wednesday,1000,No,Booked
SLOT005785,TURF045,2024-03-30,22:00,23:00,Saturday,2500,No,Booked
SLOT005786,TURF033,2024-06-26,11:00,12:00,Wednesday,1000,No,Booked
SLOT005787,TURF048,2024-11-06,08:00,09:00,Wednesday,1800,No,Available
SLOT005788,TURF035,2024-04-04,20:00,21:00,Thursday,800,Yes,Available
SLOT005789,TURF029,2026-01-10,09:00,10:00,Saturday,2000,No,Booked
SLOT005790,TURF005,2026-04-21,10:00,11:00,Tuesday,1200,No,Booked
SLOT005791,TURF042,2024-12-30,12:00,13:00,Monday,1500,No,Available
SLOT005792,TURF038,2024-10-04,11:00,12:00,Friday,800,No,Available
SLOT005793,TURF036,2026-02-21,20:00,21:00,Saturday,2500,Yes,Booked
SLOT005794,TURF015,2024-10-03,14:00,15:00,Thursday,2500,No,Booked
SLOT005795,TURF024,2025-04-02,22:00,23:00,Wednesday,1000,No,Booked
SLOT005796,TURF035,2026-02-16,16:00,17:00,Monday,800,No,Blocked
SLOT005797,TURF031,2024-08-24,15:00,16:00,Saturday,2000,No,Booked
SLOT005798,TURF008,2024-11-14,11:00,12:00,Thursday,1000,No,Booked
SLOT005799,TURF044,2026-01-31,12:00,13:00,Saturday,1000,No,Booked
SLOT005800,TURF045,2025-10-28,06:00,07:00,Tuesday,2500,No,Booked
SLOT005801,TURF009,2024-09-10,19:00,20:00,Tuesday,1000,Yes,Booked
SLOT005802,TURF007,2025-12-01,09:00,10:00,Monday,1500,No,Booked
SLOT005803,TURF018,2026-03-27,13:00,14:00,Friday,1200,No,Booked
SLOT005804,TURF038,2025-11-30,20:00,21:00,Sunday,800,Yes,Booked
SLOT005805,TURF045,2024-01-21,09:00,10:00,Sunday,2500,No,Booked
SLOT005806,TURF045,2024-12-10,19:00,20:00,Tuesday,2500,Yes,Booked
SLOT005807,TURF026,2024-10-03,10:00,11:00,Thursday,1500,No,Booked
SLOT005808,TURF037,2026-02-09,18:00,19:00,Monday,1500,Yes,Booked
SLOT005809,TURF033,2025-04-13,16:00,17:00,Sunday,1000,No,Available
SLOT005810,TURF017,2026-01-06,15:00,16:00,Tuesday,1200,No,Booked
SLOT005811,TURF001,2024-10-16,08:00,09:00,Wednesday,1000,No,Available
SLOT005812,TURF044,2025-09-03,21:00,22:00,Wednesday,1000,Yes,Available
SLOT005813,TURF034,2025-06-14,20:00,21:00,Saturday,1200,Yes,Booked
SLOT005814,TURF001,2024-03-11,18:00,19:00,Monday,1000,Yes,Available
SLOT005815,TURF043,2025-02-03,12:00,13:00,Monday,1500,No,Available
SLOT005816,TURF037,2026-01-28,21:00,22:00,Wednesday,1500,Yes,Available
SLOT005817,TURF044,2024-07-18,07:00,08:00,Thursday,1000,No,Available
SLOT005818,TURF046,2026-05-22,22:00,23:00,Friday,800,No,Available
SLOT005819,TURF046,2026-05-20,21:00,22:00,Wednesday,800,Yes,Available
SLOT005820,TURF035,2025-09-05,11:00,12:00,Friday,800,No,Available
SLOT005821,TURF032,2025-11-05,22:00,23:00,Wednesday,800,No,Blocked
SLOT005822,TURF045,2024-09-06,08:00,09:00,Friday,2500,No,Available
SLOT005823,TURF007,2026-07-15,18:00,19:00,Wednesday,1500,Yes,Available
SLOT005824,TURF018,2024-01-06,12:00,13:00,Saturday,1200,No,Booked
SLOT005825,TURF022,2026-03-20,18:00,19:00,Friday,1800,Yes,Booked
SLOT005826,TURF026,2025-05-08,14:00,15:00,Thursday,1500,No,Available
SLOT005827,TURF027,2025-12-08,11:00,12:00,Monday,1800,No,Booked
SLOT005828,TURF042,2026-01-22,06:00,07:00,Thursday,1500,No,Booked
SLOT005829,TURF042,2025-01-26,22:00,23:00,Sunday,1500,No,Available
SLOT005830,TURF043,2024-10-21,06:00,07:00,Monday,1500,No,Available
SLOT005831,TURF024,2025-08-14,14:00,15:00,Thursday,1000,No,Booked
SLOT005832,TURF012,2024-01-08,10:00,11:00,Monday,1000,No,Booked
SLOT005833,TURF037,2026-01-23,13:00,14:00,Friday,1500,No,Booked
SLOT005834,TURF015,2025-11-08,09:00,10:00,Saturday,2500,No,Blocked
SLOT005835,TURF012,2026-05-21,12:00,13:00,Thursday,1000,No,Available
SLOT005836,TURF043,2025-06-10,09:00,10:00,Tuesday,1500,No,Booked
SLOT005837,TURF047,2025-04-17,14:00,15:00,Thursday,1200,No,Available
SLOT005838,TURF035,2025-07-19,07:00,08:00,Saturday,800,No,Available
SLOT005839,TURF037,2025-02-16,19:00,20:00,Sunday,1500,Yes,Booked
SLOT005840,TURF015,2025-06-25,13:00,14:00,Wednesday,2500,No,Available
SLOT005841,TURF021,2026-05-11,11:00,12:00,Monday,2500,No,Available
SLOT005842,TURF001,2025-05-11,08:00,09:00,Sunday,1000,No,Available
SLOT005843,TURF021,2026-03-26,07:00,08:00,Thursday,2500,No,Booked
SLOT005844,TURF001,2024-06-30,10:00,11:00,Sunday,1000,No,Booked
SLOT005845,TURF042,2024-02-06,11:00,12:00,Tuesday,1500,No,Available
SLOT005846,TURF045,2024-03-27,12:00,13:00,Wednesday,2500,No,Booked
SLOT005847,TURF002,2024-03-01,15:00,16:00,Friday,2500,No,Booked
SLOT005848,TURF044,2025-02-22,10:00,11:00,Saturday,1000,No,Available
SLOT005849,TURF015,2025-07-27,16:00,17:00,Sunday,2500,No,Booked
SLOT005850,TURF029,2025-10-04,12:00,13:00,Saturday,2000,No,Booked
SLOT005851,TURF049,2024-01-08,22:00,23:00,Monday,800,No,Booked
SLOT005852,TURF009,2026-03-31,14:00,15:00,Tuesday,1000,No,Available
SLOT005853,TURF046,2025-08-29,13:00,14:00,Friday,800,No,Booked
SLOT005854,TURF025,2026-05-13,06:00,07:00,Wednesday,2500,No,Booked
SLOT005855,TURF021,2025-11-03,07:00,08:00,Monday,2500,No,Booked
SLOT005856,TURF038,2024-07-11,14:00,15:00,Thursday,800,No,Booked
SLOT005857,TURF049,2026-06-21,14:00,15:00,Sunday,800,No,Blocked
SLOT005858,TURF024,2026-05-10,09:00,10:00,Sunday,1000,No,Booked
SLOT005859,TURF012,2024-06-23,09:00,10:00,Sunday,1000,No,Booked
SLOT005860,TURF046,2026-06-08,17:00,18:00,Monday,800,No,Booked
SLOT005861,TURF002,2024-05-10,11:00,12:00,Friday,2500,No,Booked
SLOT005862,TURF048,2024-06-10,12:00,13:00,Monday,1800,No,Available
SLOT005863,TURF041,2025-11-29,16:00,17:00,Saturday,2000,No,Available
SLOT005864,TURF033,2026-07-04,15:00,16:00,Saturday,1000,No,Blocked
SLOT005865,TURF032,2024-08-27,07:00,08:00,Tuesday,800,No,Booked
SLOT005866,TURF007,2025-12-31,08:00,09:00,Wednesday,1500,No,Booked
SLOT005867,TURF006,2024-02-23,16:00,17:00,Friday,1500,No,Booked
SLOT005868,TURF010,2024-04-04,16:00,17:00,Thursday,2500,No,Available
SLOT005869,TURF033,2025-10-18,11:00,12:00,Saturday,1000,No,Available
SLOT005870,TURF043,2025-07-07,15:00,16:00,Monday,1500,No,Available
SLOT005871,TURF016,2025-10-13,09:00,10:00,Monday,2000,No,Available
SLOT005872,TURF040,2025-10-25,09:00,10:00,Saturday,2000,No,Available
SLOT005873,TURF037,2025-04-24,08:00,09:00,Thursday,1500,No,Booked
SLOT005874,TURF016,2024-01-23,09:00,10:00,Tuesday,2000,No,Booked
SLOT005875,TURF018,2026-04-01,09:00,10:00,Wednesday,1200,No,Available
SLOT005876,TURF045,2025-04-01,08:00,09:00,Tuesday,2500,No,Available
SLOT005877,TURF008,2024-01-02,22:00,23:00,Tuesday,1000,No,Booked
SLOT005878,TURF002,2025-02-20,17:00,18:00,Thursday,2500,No,Booked
SLOT005879,TURF010,2025-10-25,06:00,07:00,Saturday,2500,No,Available
SLOT005880,TURF040,2025-07-14,11:00,12:00,Monday,2000,No,Available
SLOT005881,TURF013,2025-03-19,10:00,11:00,Wednesday,1500,No,Available
SLOT005882,TURF043,2025-07-30,20:00,21:00,Wednesday,1500,Yes,Booked
SLOT005883,TURF041,2026-01-17,07:00,08:00,Saturday,2000,No,Available
SLOT005884,TURF041,2024-11-18,17:00,18:00,Monday,2000,No,Booked
SLOT005885,TURF047,2025-04-20,09:00,10:00,Sunday,1200,No,Available
SLOT005886,TURF028,2025-03-31,10:00,11:00,Monday,1500,No,Booked
SLOT005887,TURF040,2024-11-14,06:00,07:00,Thursday,2000,No,Booked
SLOT005888,TURF002,2024-12-22,20:00,21:00,Sunday,2500,Yes,Booked
SLOT005889,TURF013,2024-09-11,11:00,12:00,Wednesday,1500,No,Booked
SLOT005890,TURF041,2025-08-20,07:00,08:00,Wednesday,2000,No,Booked
SLOT005891,TURF013,2024-01-17,19:00,20:00,Wednesday,1500,Yes,Available
SLOT005892,TURF033,2025-04-28,19:00,20:00,Monday,1000,Yes,Available
SLOT005893,TURF037,2024-07-06,10:00,11:00,Saturday,1500,No,Available
SLOT005894,TURF010,2025-07-10,15:00,16:00,Thursday,2500,No,Booked
SLOT005895,TURF001,2024-05-24,08:00,09:00,Friday,1000,No,Booked
SLOT005896,TURF025,2026-03-15,14:00,15:00,Sunday,2500,No,Booked
SLOT005897,TURF004,2024-04-12,19:00,20:00,Friday,1000,Yes,Available
SLOT005898,TURF009,2024-06-18,14:00,15:00,Tuesday,1000,No,Booked
SLOT005899,TURF040,2026-02-13,19:00,20:00,Friday,2000,Yes,Booked
SLOT005900,TURF022,2026-04-28,11:00,12:00,Tuesday,1800,No,Available
SLOT005901,TURF036,2024-03-07,21:00,22:00,Thursday,2500,Yes,Blocked
SLOT005902,TURF022,2025-11-10,15:00,16:00,Monday,1800,No,Available
SLOT005903,TURF030,2025-11-24,21:00,22:00,Monday,2500,Yes,Booked
SLOT005904,TURF008,2024-06-23,22:00,23:00,Sunday,1000,No,Booked
SLOT005905,TURF016,2024-08-16,17:00,18:00,Friday,2000,No,Booked
SLOT005906,TURF035,2024-10-31,06:00,07:00,Thursday,800,No,Available
SLOT005907,TURF009,2025-03-03,20:00,21:00,Monday,1000,Yes,Booked
SLOT005908,TURF042,2024-07-20,09:00,10:00,Saturday,1500,No,Booked
SLOT005909,TURF046,2024-06-29,22:00,23:00,Saturday,800,No,Booked
SLOT005910,TURF010,2024-02-14,17:00,18:00,Wednesday,2500,No,Booked
SLOT005911,TURF022,2025-09-21,06:00,07:00,Sunday,1800,No,Blocked
SLOT005912,TURF017,2024-09-18,16:00,17:00,Wednesday,1200,No,Booked
SLOT005913,TURF023,2025-03-23,17:00,18:00,Sunday,1500,No,Booked
SLOT005914,TURF031,2026-02-03,13:00,14:00,Tuesday,2000,No,Available
SLOT005915,TURF050,2024-12-19,14:00,15:00,Thursday,1800,No,Blocked
SLOT005916,TURF019,2026-02-09,15:00,16:00,Monday,1000,No,Available
SLOT005917,TURF046,2025-12-17,10:00,11:00,Wednesday,800,No,Available
SLOT005918,TURF002,2025-08-30,14:00,15:00,Saturday,2500,No,Booked
SLOT005919,TURF018,2025-09-09,11:00,12:00,Tuesday,1200,No,Available
SLOT005920,TURF014,2024-03-15,20:00,21:00,Friday,1500,Yes,Available
SLOT005921,TURF037,2026-05-23,15:00,16:00,Saturday,1500,No,Available
SLOT005922,TURF009,2024-07-07,13:00,14:00,Sunday,1000,No,Booked
SLOT005923,TURF041,2025-08-10,22:00,23:00,Sunday,2000,No,Available
SLOT005924,TURF019,2024-06-08,19:00,20:00,Saturday,1000,Yes,Available
SLOT005925,TURF001,2026-05-22,16:00,17:00,Friday,1000,No,Available
SLOT005926,TURF022,2024-01-24,15:00,16:00,Wednesday,1800,No,Blocked
SLOT005927,TURF035,2025-10-29,15:00,16:00,Wednesday,800,No,Booked
SLOT005928,TURF028,2024-07-20,11:00,12:00,Saturday,1500,No,Booked
SLOT005929,TURF005,2024-01-14,11:00,12:00,Sunday,1200,No,Booked
SLOT005930,TURF011,2024-04-17,22:00,23:00,Wednesday,2500,No,Available
SLOT005931,TURF019,2025-01-25,13:00,14:00,Saturday,1000,No,Blocked
SLOT005932,TURF006,2025-03-20,17:00,18:00,Thursday,1500,No,Available
SLOT005933,TURF024,2025-02-03,19:00,20:00,Monday,1000,Yes,Available
SLOT005934,TURF001,2024-02-19,12:00,13:00,Monday,1000,No,Booked
SLOT005935,TURF038,2026-05-23,08:00,09:00,Saturday,800,No,Booked
SLOT005936,TURF019,2024-01-14,17:00,18:00,Sunday,1000,No,Available
SLOT005937,TURF049,2024-12-03,15:00,16:00,Tuesday,800,No,Available
SLOT005938,TURF017,2025-02-03,12:00,13:00,Monday,1200,No,Booked
SLOT005939,TURF010,2025-12-07,12:00,13:00,Sunday,2500,No,Available
