MaintenanceID,TurfID,MaintenanceType,MaintenanceDate,PerformedByStaffID,Cost,DurationHours,Status,Notes
MNT00582,TURF014,Equipment Servicing,2024-04-12,STF0119,1000,2,Completed,Pre-season prep
MNT00583,TURF017,Line Marking,2025-05-24,STF0034,2000,2,Scheduled,Routine check
MNT00584,TURF016,Turf Mowing,2026-01-23,STF0105,12000,3,Scheduled,Customer complaint follow-up
MNT00585,TURF025,Equipment Servicing,2025-07-24,STF0048,8000,1,Completed,Customer complaint follow-up
MNT00586,TURF028,Cleaning,2024-07-24,STF0025,8000,1,Completed,Routine check
MNT00587,TURF005,Equipment Servicing,2025-01-11,STF0087,2000,8,In Progress,Urgent repair
MNT00588,TURF001,Fencing Repair,2024-09-23,STF0070,12000,6,Completed,Urgent repair
MNT00589,TURF028,Net Replacement,2025-01-06,STF0029,500,4,Scheduled,Scheduled upkeep
MNT00590,TURF040,Drainage Check,2025-01-08,STF0029,12000,8,Completed,Routine check
MNT00591,TURF047,Line Marking,2024-02-28,STF0011,5000,3,Scheduled,Routine check
MNT00592,TURF001,Line Marking,2026-05-19,STF0061,3000,4,Completed,Scheduled upkeep
MNT00593,TURF016,Turf Mowing,2025-04-26,STF0047,5000,8,Completed,Pre-season prep
MNT00594,TURF045,Equipment Servicing,2024-08-21,STF0134,3000,6,Scheduled,Customer complaint follow-up
MNT00595,TURF009,Drainage Check,2025-04-14,STF0023,8000,1,Completed,Routine check
MNT00596,TURF039,Painting,2024-07-06,STF0130,12000,6,Completed,Customer complaint follow-up
MNT00597,TURF040,Drainage Check,2024-01-16,STF0078,8000,1,Scheduled,Customer complaint follow-up
MNT00598,TURF026,Line Marking,2024-04-08,STF0009,3000,3,Completed,Urgent repair
MNT00599,TURF050,Net Replacement,2026-01-24,STF0029,1500,4,Scheduled,Scheduled upkeep
MNT00600,TURF012,Pitch Rolling,2024-10-28,STF0048,2000,2,Completed,Scheduled upkeep
MNT00601,TURF018,Turf Mowing,2024-01-30,STF0020,12000,4,Completed,Customer complaint follow-up
MNT00602,TURF010,Turf Mowing,2025-10-18,STF0030,5000,3,Completed,Scheduled upkeep
MNT00603,TURF007,Cleaning,2025-04-02,STF0050,1500,4,Completed,Customer complaint follow-up
MNT00604,TURF037,Fencing Repair,2024-06-02,STF0050,2000,4,Completed,Urgent repair
MNT00605,TURF010,Cleaning,2024-11-21,STF0126,12000,8,Completed,Urgent repair
MNT00606,TURF012,Equipment Servicing,2025-03-05,STF0036,5000,8,Completed,Pre-season prep
MNT00607,TURF038,Fencing Repair,2025-10-02,STF0059,2000,1,In Progress,Routine check
MNT00608,TURF039,Line Marking,2024-01-05,STF0009,500,4,Completed,Routine check
MNT00609,TURF049,Line Marking,2024-06-24,STF0048,500,6,In Progress,Pre-season prep
MNT00610,TURF040,Drainage Check,2024-06-23,STF0051,1500,2,Completed,Customer complaint follow-up
MNT00611,TURF026,Net Replacement,2024-08-18,STF0063,1000,1,In Progress,Scheduled upkeep
MNT00612,TURF001,Turf Mowing,2024-04-28,STF0075,1500,1,Scheduled,Pre-season prep
MNT00613,TURF020,Drainage Check,2025-04-07,STF0083,1000,3,Completed,Pre-season prep
MNT00614,TURF012,Painting,2024-01-05,STF0106,8000,2,Completed,Pre-season prep
MNT00615,TURF024,Turf Mowing,2024-05-29,STF0048,12000,2,In Progress,Scheduled upkeep
MNT00616,TURF030,Net Replacement,2024-12-26,STF0063,3000,2,In Progress,Customer complaint follow-up
MNT00617,TURF007,Painting,2026-06-01,STF0101,3000,1,Completed,Routine check
MNT00618,TURF009,Drainage Check,2024-06-08,STF0119,3000,1,Completed,Routine check
MNT00619,TURF042,Fencing Repair,2025-02-07,STF0095,5000,1,Completed,Urgent repair
MNT00620,TURF028,Fencing Repair,2025-08-01,STF0051,5000,4,Completed,Urgent repair
MNT00621,TURF020,Floodlight Repair,2025-08-10,STF0024,5000,4,Completed,Scheduled upkeep
MNT00622,TURF016,Painting,2025-06-15,STF0050,8000,6,Completed,Urgent repair
MNT00623,TURF041,Floodlight Repair,2025-02-03,STF0026,12000,6,Completed,Pre-season prep
MNT00624,TURF031,Line Marking,2025-01-03,STF0095,8000,2,Completed,Pre-season prep
MNT00625,TURF032,Turf Mowing,2025-08-14,STF0034,1000,8,In Progress,Urgent repair
MNT00626,TURF014,Drainage Check,2025-08-12,STF0075,500,2,Completed,Scheduled upkeep
MNT00627,TURF012,Equipment Servicing,2025-07-14,STF0059,3000,6,Completed,Urgent repair
MNT00628,TURF029,Pitch Rolling,2024-11-08,STF0130,1500,1,Completed,Scheduled upkeep
MNT00629,TURF044,Drainage Check,2025-07-30,STF0026,1000,8,Completed,Pre-season prep
MNT00630,TURF007,Line Marking,2026-01-06,STF0113,1500,6,Completed,Urgent repair
MNT00631,TURF029,Drainage Check,2025-03-30,STF0095,1000,6,Scheduled,Scheduled upkeep
MNT00632,TURF012,Pitch Rolling,2024-07-24,STF0025,3000,6,Completed,Routine check
MNT00633,TURF032,Equipment Servicing,2024-04-12,STF0028,2000,8,Scheduled,Scheduled upkeep
MNT00634,TURF050,Pitch Rolling,2024-07-14,STF0106,5000,3,Completed,Scheduled upkeep
MNT00635,TURF044,Painting,2026-04-15,STF0097,8000,6,Completed,Pre-season prep
MNT00636,TURF037,Fencing Repair,2025-10-24,STF0129,2000,2,Completed,Urgent repair
MNT00637,TURF048,Fencing Repair,2024-09-14,STF0150,12000,8,Scheduled,Pre-season prep
MNT00638,TURF031,Pitch Rolling,2025-11-17,STF0065,5000,3,Completed,Scheduled upkeep
MNT00639,TURF021,Line Marking,2024-12-10,STF0033,5000,6,Completed,Routine check
MNT00640,TURF015,Net Replacement,2024-04-24,STF0028,5000,8,Completed,Scheduled upkeep
MNT00641,TURF010,Fencing Repair,2026-03-25,STF0059,1000,4,Completed,Pre-season prep
MNT00642,TURF047,Equipment Servicing,2025-02-13,STF0078,8000,1,In Progress,Customer complaint follow-up
MNT00643,TURF021,Floodlight Repair,2025-10-15,STF0065,3000,8,In Progress,Pre-season prep
MNT00644,TURF037,Turf Mowing,2024-12-13,STF0070,12000,6,Completed,Urgent repair
MNT00645,TURF015,Line Marking,2024-02-12,STF0119,1000,1,Completed,Routine check
MNT00646,TURF038,Floodlight Repair,2024-02-21,STF0122,5000,8,In Progress,Urgent repair
MNT00647,TURF050,Cleaning,2024-04-08,STF0087,1000,4,Completed,Scheduled upkeep
MNT00648,TURF038,Turf Mowing,2024-02-14,STF0061,1500,3,Completed,Customer complaint follow-up
MNT00649,TURF048,Drainage Check,2024-05-27,STF0082,12000,3,Completed,Customer complaint follow-up
MNT00650,TURF005,Pitch Rolling,2024-06-25,STF0029,3000,6,Scheduled,Urgent repair
MNT00651,TURF018,Net Replacement,2025-09-17,STF0025,12000,3,Completed,Scheduled upkeep
MNT00652,TURF036,Pitch Rolling,2026-05-22,STF0050,5000,8,Completed,Pre-season prep
MNT00653,TURF043,Floodlight Repair,2025-12-02,STF0129,1500,8,Completed,Routine check
MNT00654,TURF012,Painting,2024-08-24,STF0009,8000,4,Completed,Urgent repair
MNT00655,TURF021,Line Marking,2025-06-10,STF0063,5000,1,Completed,Urgent repair
MNT00656,TURF027,Equipment Servicing,2024-08-23,STF0039,8000,6,Scheduled,Urgent repair
MNT00657,TURF004,Equipment Servicing,2025-09-18,STF0093,1500,3,Completed,Pre-season prep
MNT00658,TURF009,Floodlight Repair,2026-04-22,STF0029,2000,2,In Progress,Pre-season prep
MNT00659,TURF015,Turf Mowing,2024-06-12,STF0048,500,8,Completed,Pre-season prep
MNT00660,TURF041,Net Replacement,2025-03-05,STF0013,8000,6,Completed,Scheduled upkeep
MNT00661,TURF022,Fencing Repair,2024-11-24,STF0123,3000,1,Completed,Scheduled upkeep
MNT00662,TURF004,Floodlight Repair,2025-08-02,STF0009,1000,1,Completed,Scheduled upkeep
MNT00663,TURF009,Floodlight Repair,2025-09-24,STF0095,1500,1,Completed,Routine check
MNT00664,TURF029,Line Marking,2025-09-22,STF0047,8000,4,Completed,Pre-season prep
MNT00665,TURF031,Drainage Check,2025-04-12,STF0138,8000,6,Completed,Scheduled upkeep
MNT00666,TURF047,Drainage Check,2025-10-30,STF0048,500,3,Completed,Pre-season prep
MNT00667,TURF025,Cleaning,2025-02-27,STF0122,1500,1,Completed,Scheduled upkeep
MNT00668,TURF044,Painting,2024-03-06,STF0097,1000,1,Completed,Routine check
MNT00669,TURF009,Floodlight Repair,2025-06-05,STF0025,12000,2,Completed,Routine check
MNT00670,TURF015,Floodlight Repair,2025-05-13,STF0106,5000,3,Completed,Customer complaint follow-up
MNT00671,TURF041,Cleaning,2025-10-08,STF0105,1500,6,Completed,Customer complaint follow-up
MNT00672,TURF033,Fencing Repair,2025-11-22,STF0095,3000,1,Completed,Customer complaint follow-up
MNT00673,TURF026,Line Marking,2026-03-15,STF0069,8000,1,Completed,Urgent repair
MNT00674,TURF001,Turf Mowing,2025-12-31,STF0069,3000,1,Completed,Scheduled upkeep
MNT00675,TURF033,Floodlight Repair,2026-04-09,STF0097,1000,1,Scheduled,Urgent repair
MNT00676,TURF045,Painting,2025-08-15,STF0029,12000,4,Completed,Pre-season prep
MNT00677,TURF046,Turf Mowing,2025-05-26,STF0031,12000,2,Completed,Scheduled upkeep
MNT00678,TURF010,Line Marking,2024-12-05,STF0051,1000,8,Completed,Routine check
MNT00679,TURF040,Fencing Repair,2025-11-25,STF0122,1500,6,In Progress,Pre-season prep
MNT00680,TURF025,Cleaning,2024-04-22,STF0106,1000,4,Scheduled,Routine check
MNT00681,TURF002,Turf Mowing,2026-05-16,STF0112,500,2,Scheduled,Urgent repair
MNT00682,TURF042,Fencing Repair,2024-05-21,STF0047,3000,1,Completed,Routine check
MNT00683,TURF042,Pitch Rolling,2025-11-10,STF0024,500,6,Completed,Customer complaint follow-up
MNT00684,TURF034,Fencing Repair,2024-05-05,STF0013,1000,3,Completed,Urgent repair
MNT00685,TURF043,Fencing Repair,2024-12-11,STF0093,500,4,In Progress,Urgent repair
MNT00686,TURF001,Pitch Rolling,2025-10-15,STF0112,12000,6,Completed,Routine check
MNT00687,TURF029,Cleaning,2024-12-19,STF0059,2000,2,Completed,Customer complaint follow-up
MNT00688,TURF032,Equipment Servicing,2024-08-30,STF0023,8000,3,Completed,Scheduled upkeep
MNT00689,TURF035,Equipment Servicing,2026-06-14,STF0150,1000,1,In Progress,Pre-season prep
MNT00690,TURF048,Equipment Servicing,2024-02-17,STF0061,5000,8,Completed,Scheduled upkeep
MNT00691,TURF007,Drainage Check,2026-01-12,STF0002,1000,3,Completed,Scheduled upkeep
MNT00692,TURF032,Line Marking,2024-11-07,STF0051,1500,3,Completed,Urgent repair
MNT00693,TURF031,Floodlight Repair,2025-09-24,STF0059,8000,6,In Progress,Pre-season prep
MNT00694,TURF016,Net Replacement,2026-02-19,STF0065,500,6,In Progress,Urgent repair
MNT00695,TURF048,Cleaning,2024-10-23,STF0071,1000,3,In Progress,Routine check
MNT00696,TURF043,Line Marking,2025-03-18,STF0028,500,6,Completed,Scheduled upkeep
MNT00697,TURF025,Turf Mowing,2025-11-19,STF0097,1500,6,Completed,Customer complaint follow-up
MNT00698,TURF032,Pitch Rolling,2026-03-30,STF0009,8000,1,Completed,Customer complaint follow-up
MNT00699,TURF026,Fencing Repair,2024-03-23,STF0106,500,3,Scheduled,Urgent repair
MNT00700,TURF010,Drainage Check,2024-09-27,STF0020,8000,6,Scheduled,Customer complaint follow-up
MNT00701,TURF025,Fencing Repair,2025-04-14,STF0097,1000,3,Completed,Pre-season prep
MNT00702,TURF026,Fencing Repair,2025-06-28,STF0138,1000,8,Scheduled,Pre-season prep
MNT00703,TURF034,Net Replacement,2026-04-29,STF0029,500,8,Completed,Urgent repair
MNT00704,TURF050,Fencing Repair,2024-12-29,STF0134,12000,2,Scheduled,Urgent repair
MNT00705,TURF028,Painting,2026-04-03,STF0087,12000,2,In Progress,Scheduled upkeep
MNT00706,TURF028,Cleaning,2026-03-16,STF0024,1500,8,Scheduled,Customer complaint follow-up
MNT00707,TURF036,Painting,2025-08-13,STF0029,3000,1,Completed,Urgent repair
MNT00708,TURF033,Line Marking,2024-06-28,STF0105,8000,3,Completed,Routine check
MNT00709,TURF002,Line Marking,2026-01-02,STF0013,1500,1,Scheduled,Customer complaint follow-up
MNT00710,TURF008,Fencing Repair,2025-12-22,STF0013,1500,8,Completed,Routine check
MNT00711,TURF027,Net Replacement,2026-04-21,STF0028,8000,4,Completed,Scheduled upkeep
MNT00712,TURF012,Line Marking,2025-11-13,STF0150,500,8,Completed,Urgent repair
MNT00713,TURF018,Fencing Repair,2024-10-18,STF0047,12000,1,Completed,Customer complaint follow-up
MNT00714,TURF011,Equipment Servicing,2026-02-26,STF0033,1500,1,Completed,Scheduled upkeep
MNT00715,TURF005,Net Replacement,2026-03-20,STF0134,1000,8,In Progress,Urgent repair
MNT00716,TURF002,Painting,2024-01-09,STF0078,5000,4,Completed,Pre-season prep
MNT00717,TURF013,Equipment Servicing,2025-11-04,STF0095,12000,2,Scheduled,Customer complaint follow-up
MNT00718,TURF047,Cleaning,2025-10-06,STF0078,1000,8,Completed,Routine check
MNT00719,TURF013,Turf Mowing,2025-06-01,STF0023,1500,4,In Progress,Customer complaint follow-up
MNT00720,TURF039,Painting,2025-02-13,STF0051,8000,3,Completed,Customer complaint follow-up
MNT00721,TURF002,Painting,2024-05-26,STF0048,1500,3,Scheduled,Pre-season prep
MNT00722,TURF047,Equipment Servicing,2025-05-09,STF0101,1500,2,Completed,Pre-season prep
MNT00723,TURF047,Pitch Rolling,2025-02-13,STF0078,12000,4,Completed,Scheduled upkeep
MNT00724,TURF031,Cleaning,2025-06-25,STF0031,12000,1,Completed,Customer complaint follow-up
MNT00725,TURF027,Painting,2025-05-22,STF0030,5000,1,Completed,Pre-season prep
MNT00726,TURF016,Pitch Rolling,2024-08-04,STF0147,8000,1,Scheduled,Scheduled upkeep
MNT00727,TURF005,Line Marking,2024-05-02,STF0013,2000,8,Completed,Urgent repair
MNT00728,TURF004,Fencing Repair,2026-01-05,STF0078,1500,8,In Progress,Customer complaint follow-up
MNT00729,TURF004,Pitch Rolling,2024-08-12,STF0075,8000,3,Completed,Routine check
MNT00730,TURF005,Cleaning,2026-01-15,STF0034,1500,2,Completed,Routine check
MNT00731,TURF029,Cleaning,2025-01-08,STF0026,5000,1,Completed,Urgent repair
MNT00732,TURF050,Floodlight Repair,2024-04-30,STF0065,8000,2,Completed,Routine check
MNT00733,TURF046,Equipment Servicing,2026-03-09,STF0105,500,2,Completed,Scheduled upkeep
MNT00734,TURF042,Net Replacement,2025-07-15,STF0139,2000,8,Completed,Urgent repair
MNT00735,TURF011,Cleaning,2025-09-30,STF0025,2000,1,Completed,Urgent repair
MNT00736,TURF050,Floodlight Repair,2024-11-13,STF0034,1000,2,Completed,Routine check
MNT00737,TURF026,Net Replacement,2024-12-09,STF0033,2000,4,In Progress,Pre-season prep
MNT00738,TURF021,Floodlight Repair,2025-12-21,STF0050,2000,6,Completed,Routine check
MNT00739,TURF039,Pitch Rolling,2026-05-14,STF0024,3000,6,Completed,Customer complaint follow-up
MNT00740,TURF048,Turf Mowing,2025-10-09,STF0030,2000,2,Completed,Urgent repair
MNT00741,TURF039,Pitch Rolling,2024-04-23,STF0013,8000,6,Completed,Scheduled upkeep
MNT00742,TURF017,Line Marking,2025-12-13,STF0034,12000,3,In Progress,Pre-season prep
MNT00743,TURF036,Drainage Check,2025-09-06,STF0009,5000,1,Completed,Routine check
MNT00744,TURF012,Net Replacement,2024-12-22,STF0112,1000,8,Completed,Scheduled upkeep
MNT00745,TURF001,Pitch Rolling,2024-11-22,STF0011,3000,1,In Progress,Pre-season prep
MNT00746,TURF009,Pitch Rolling,2024-09-15,STF0083,3000,8,Completed,Pre-season prep
MNT00747,TURF018,Net Replacement,2024-07-24,STF0033,1000,8,In Progress,Routine check
MNT00748,TURF025,Cleaning,2024-07-24,STF0075,500,1,Completed,Customer complaint follow-up
MNT00749,TURF014,Equipment Servicing,2024-11-28,STF0105,12000,1,Scheduled,Pre-season prep
MNT00750,TURF004,Drainage Check,2024-08-21,STF0075,2000,8,Completed,Pre-season prep
MNT00751,TURF002,Turf Mowing,2024-06-17,STF0034,12000,6,In Progress,Customer complaint follow-up
MNT00752,TURF006,Drainage Check,2024-08-20,STF0025,8000,8,Completed,Scheduled upkeep
MNT00753,TURF009,Equipment Servicing,2024-07-28,STF0048,8000,1,Scheduled,Pre-season prep
MNT00754,TURF037,Drainage Check,2025-06-30,STF0013,12000,2,Completed,Routine check
MNT00755,TURF006,Painting,2026-03-19,STF0075,500,3,Completed,Urgent repair
MNT00756,TURF026,Equipment Servicing,2025-06-29,STF0130,12000,1,Completed,Customer complaint follow-up
MNT00757,TURF028,Cleaning,2025-07-06,STF0123,8000,3,Completed,Scheduled upkeep
MNT00758,TURF036,Turf Mowing,2024-04-24,STF0070,1500,3,Completed,Urgent repair
MNT00759,TURF039,Turf Mowing,2024-06-21,STF0039,500,8,Completed,Scheduled upkeep
MNT00760,TURF047,Net Replacement,2025-08-05,STF0028,1000,2,Completed,Urgent repair
MNT00761,TURF002,Pitch Rolling,2024-02-21,STF0130,8000,8,Completed,Routine check
MNT00762,TURF014,Equipment Servicing,2025-08-01,STF0020,12000,6,Completed,Customer complaint follow-up
MNT00763,TURF050,Painting,2024-07-20,STF0029,1000,1,Completed,Pre-season prep
MNT00764,TURF007,Cleaning,2025-06-25,STF0134,500,6,Completed,Scheduled upkeep
MNT00765,TURF050,Line Marking,2025-07-31,STF0119,3000,4,Completed,Customer complaint follow-up
MNT00766,TURF039,Net Replacement,2024-03-28,STF0034,1500,3,Completed,Customer complaint follow-up
MNT00767,TURF045,Painting,2025-06-09,STF0078,2000,4,Completed,Scheduled upkeep
MNT00768,TURF016,Pitch Rolling,2026-02-02,STF0070,12000,2,Completed,Routine check
MNT00769,TURF044,Line Marking,2024-12-16,STF0150,2000,1,Scheduled,Pre-season prep
MNT00770,TURF031,Fencing Repair,2024-11-20,STF0095,1500,4,Completed,Customer complaint follow-up
MNT00771,TURF028,Pitch Rolling,2024-04-29,STF0095,1000,4,Scheduled,Routine check
MNT00772,TURF004,Equipment Servicing,2025-08-05,STF0097,3000,8,In Progress,Scheduled upkeep
MNT00773,TURF011,Fencing Repair,2024-11-22,STF0097,5000,4,Completed,Urgent repair
MNT00774,TURF039,Equipment Servicing,2025-04-23,STF0134,500,2,Completed,Urgent repair
MNT00775,TURF001,Line Marking,2024-01-24,STF0024,500,1,Completed,Routine check
MNT00776,TURF038,Floodlight Repair,2026-01-05,STF0134,8000,8,Completed,Urgent repair
MNT00777,TURF033,Painting,2024-05-31,STF0100,2000,1,Completed,Scheduled upkeep
MNT00778,TURF043,Floodlight Repair,2025-07-27,STF0011,2000,1,In Progress,Customer complaint follow-up
MNT00779,TURF002,Pitch Rolling,2024-04-06,STF0041,1500,3,Completed,Customer complaint follow-up
MNT00780,TURF048,Turf Mowing,2024-08-20,STF0087,1500,3,Scheduled,Customer complaint follow-up
MNT00781,TURF036,Painting,2024-04-08,STF0030,1500,1,In Progress,Scheduled upkeep
MNT00782,TURF033,Drainage Check,2024-10-17,STF0130,5000,2,Completed,Pre-season prep
MNT00783,TURF003,Turf Mowing,2025-02-14,STF0023,1500,1,Completed,Customer complaint follow-up
MNT00784,TURF017,Floodlight Repair,2024-12-11,STF0112,12000,1,Scheduled,Pre-season prep
MNT00785,TURF032,Drainage Check,2026-05-20,STF0134,1000,8,Completed,Pre-season prep
MNT00786,TURF002,Cleaning,2024-10-24,STF0071,12000,4,In Progress,Scheduled upkeep
MNT00787,TURF036,Net Replacement,2026-02-14,STF0112,500,4,In Progress,Routine check
MNT00788,TURF003,Fencing Repair,2025-05-16,STF0083,1500,2,Scheduled,Urgent repair
MNT00789,TURF006,Turf Mowing,2026-03-25,STF0139,3000,8,Scheduled,Urgent repair
MNT00790,TURF040,Pitch Rolling,2024-07-11,STF0039,2000,3,Completed,Customer complaint follow-up
MNT00791,TURF003,Floodlight Repair,2024-03-06,STF0150,12000,4,Completed,Scheduled upkeep
MNT00792,TURF043,Equipment Servicing,2025-11-17,STF0083,12000,4,Completed,Customer complaint follow-up
MNT00793,TURF014,Pitch Rolling,2024-08-30,STF0147,12000,4,Completed,Customer complaint follow-up
MNT00794,TURF011,Pitch Rolling,2024-03-30,STF0013,8000,4,Completed,Customer complaint follow-up
MNT00795,TURF007,Drainage Check,2025-07-25,STF0065,3000,2,In Progress,Customer complaint follow-up
MNT00796,TURF045,Equipment Servicing,2024-07-02,STF0113,12000,2,Completed,Customer complaint follow-up
MNT00797,TURF001,Line Marking,2024-12-25,STF0065,1500,2,Completed,Pre-season prep
MNT00798,TURF002,Drainage Check,2025-07-28,STF0071,3000,1,Completed,Scheduled upkeep
MNT00799,TURF030,Fencing Repair,2024-05-26,STF0013,500,8,In Progress,Customer complaint follow-up
MNT00800,TURF015,Fencing Repair,2025-11-29,STF0011,3000,1,Scheduled,Scheduled upkeep
MNT00801,TURF036,Equipment Servicing,2025-10-08,STF0023,5000,1,In Progress,Pre-season prep
MNT00802,TURF024,Floodlight Repair,2024-08-26,STF0050,1500,4,Completed,Pre-season prep
MNT00803,TURF031,Equipment Servicing,2025-01-02,STF0138,3000,2,Completed,Pre-season prep
MNT00804,TURF022,Floodlight Repair,2025-10-14,STF0023,3000,8,Completed,Urgent repair
MNT00805,TURF035,Cleaning,2026-01-04,STF0026,5000,4,Completed,Routine check
MNT00806,TURF014,Net Replacement,2024-05-29,STF0020,3000,6,Scheduled,Customer complaint follow-up
MNT00807,TURF037,Turf Mowing,2026-04-08,STF0029,1500,2,Completed,Scheduled upkeep
MNT00808,TURF039,Turf Mowing,2025-01-17,STF0150,500,8,Completed,Pre-season prep
MNT00809,TURF012,Equipment Servicing,2026-05-06,STF0138,2000,2,Completed,Pre-season prep
MNT00810,TURF012,Pitch Rolling,2024-10-07,STF0130,1500,4,Completed,Scheduled upkeep
MNT00811,TURF047,Floodlight Repair,2024-12-17,STF0105,5000,4,Completed,Customer complaint follow-up
MNT00812,TURF037,Cleaning,2025-05-11,STF0100,500,4,Completed,Urgent repair
MNT00813,TURF007,Painting,2025-05-24,STF0112,8000,1,Completed,Scheduled upkeep
MNT00814,TURF050,Floodlight Repair,2024-03-23,STF0034,3000,6,Completed,Routine check
MNT00815,TURF048,Pitch Rolling,2024-10-01,STF0095,500,6,In Progress,Scheduled upkeep
MNT00816,TURF043,Turf Mowing,2026-05-27,STF0105,3000,6,Scheduled,Routine check
MNT00817,TURF030,Floodlight Repair,2025-01-02,STF0065,8000,1,Completed,Customer complaint follow-up
MNT00818,TURF020,Turf Mowing,2024-03-04,STF0087,1000,8,Completed,Urgent repair
MNT00819,TURF042,Floodlight Repair,2025-09-22,STF0009,5000,3,Scheduled,Pre-season prep
MNT00820,TURF031,Pitch Rolling,2025-05-14,STF0105,2000,8,In Progress,Pre-season prep
MNT00821,TURF050,Cleaning,2025-07-16,STF0070,5000,4,Completed,Urgent repair
MNT00822,TURF030,Pitch Rolling,2025-07-19,STF0004,3000,8,Completed,Pre-season prep
MNT00823,TURF022,Drainage Check,2024-11-11,STF0030,2000,4,Completed,Routine check
MNT00824,TURF009,Floodlight Repair,2025-11-27,STF0123,1500,2,Completed,Routine check
MNT00825,TURF009,Painting,2026-01-17,STF0109,1500,3,Scheduled,Routine check
MNT00826,TURF001,Floodlight Repair,2025-05-28,STF0024,2000,4,In Progress,Pre-season prep
MNT00827,TURF037,Net Replacement,2024-01-03,STF0048,500,8,Completed,Scheduled upkeep
MNT00828,TURF036,Cleaning,2024-04-17,STF0031,3000,3,Scheduled,Customer complaint follow-up
MNT00829,TURF007,Fencing Repair,2026-04-12,STF0025,12000,8,Completed,Routine check
MNT00830,TURF050,Floodlight Repair,2024-01-19,STF0002,3000,8,Completed,Customer complaint follow-up
MNT00831,TURF030,Floodlight Repair,2025-01-04,STF0100,12000,8,In Progress,Urgent repair
MNT00832,TURF047,Floodlight Repair,2026-03-07,STF0071,2000,8,In Progress,Urgent repair
MNT00833,TURF018,Cleaning,2025-12-12,STF0070,3000,8,Completed,Urgent repair
MNT00834,TURF022,Turf Mowing,2025-12-05,STF0011,1500,3,Scheduled,Urgent repair
MNT00835,TURF020,Drainage Check,2024-01-01,STF0011,8000,1,Completed,Scheduled upkeep
MNT00836,TURF037,Line Marking,2025-06-03,STF0078,500,3,Completed,Urgent repair
MNT00837,TURF021,Painting,2025-08-24,STF0065,12000,8,Scheduled,Scheduled upkeep
MNT00838,TURF039,Painting,2024-05-21,STF0126,3000,4,Completed,Urgent repair
MNT00839,TURF003,Equipment Servicing,2026-05-08,STF0078,500,4,Completed,Customer complaint follow-up
MNT00840,TURF022,Turf Mowing,2026-01-15,STF0087,12000,8,Completed,Routine check
MNT00841,TURF032,Line Marking,2024-10-09,STF0082,5000,8,Completed,Scheduled upkeep
MNT00842,TURF013,Pitch Rolling,2026-01-21,STF0059,12000,4,In Progress,Customer complaint follow-up
MNT00843,TURF017,Equipment Servicing,2024-06-28,STF0070,1000,2,Completed,Scheduled upkeep
MNT00844,TURF016,Cleaning,2025-08-13,STF0028,2000,1,Completed,Urgent repair
MNT00845,TURF026,Fencing Repair,2024-06-13,STF0061,5000,6,Completed,Routine check
MNT00846,TURF040,Floodlight Repair,2024-01-26,STF0129,5000,1,Scheduled,Customer complaint follow-up
MNT00847,TURF049,Equipment Servicing,2025-02-10,STF0028,2000,1,Completed,Scheduled upkeep
MNT00848,TURF009,Line Marking,2025-11-08,STF0100,1000,6,Completed,Urgent repair
MNT00849,TURF045,Painting,2025-11-28,STF0051,500,1,In Progress,Pre-season prep
MNT00850,TURF049,Cleaning,2025-11-05,STF0013,8000,2,Completed,Urgent repair
MNT00851,TURF022,Fencing Repair,2024-08-25,STF0047,3000,1,Completed,Pre-season prep
MNT00852,TURF033,Line Marking,2025-01-02,STF0150,1500,1,Completed,Routine check
MNT00853,TURF022,Line Marking,2024-06-21,STF0013,12000,8,Completed,Pre-season prep
MNT00854,TURF032,Turf Mowing,2025-01-06,STF0033,3000,4,Completed,Pre-season prep
MNT00855,TURF010,Painting,2026-05-02,STF0041,1500,1,Completed,Scheduled upkeep
MNT00856,TURF008,Turf Mowing,2024-06-29,STF0126,1500,4,Completed,Pre-season prep
MNT00857,TURF020,Painting,2024-10-27,STF0075,8000,6,Completed,Scheduled upkeep
MNT00858,TURF019,Turf Mowing,2025-01-16,STF0039,5000,8,Completed,Customer complaint follow-up
MNT00859,TURF001,Painting,2024-09-28,STF0097,5000,2,Completed,Customer complaint follow-up
MNT00860,TURF011,Fencing Repair,2024-03-06,STF0101,1000,4,Completed,Urgent repair
MNT00861,TURF018,Turf Mowing,2024-03-28,STF0004,1500,3,Completed,Customer complaint follow-up
MNT00862,TURF009,Net Replacement,2024-11-17,STF0082,1500,6,Completed,Pre-season prep
MNT00863,TURF007,Floodlight Repair,2026-01-30,STF0041,2000,2,Completed,Routine check
MNT00864,TURF044,Equipment Servicing,2025-05-05,STF0106,1500,8,Completed,Scheduled upkeep
MNT00865,TURF044,Fencing Repair,2026-04-18,STF0150,1500,4,Scheduled,Routine check
MNT00866,TURF014,Fencing Repair,2024-04-25,STF0036,500,2,Completed,Customer complaint follow-up
MNT00867,TURF019,Pitch Rolling,2024-06-29,STF0150,3000,1,Scheduled,Scheduled upkeep
MNT00868,TURF028,Drainage Check,2026-05-15,STF0095,12000,3,Completed,Urgent repair
MNT00869,TURF008,Line Marking,2025-07-27,STF0033,8000,1,Completed,Urgent repair
MNT00870,TURF004,Floodlight Repair,2026-03-05,STF0078,1500,3,Completed,Urgent repair
MNT00871,TURF024,Net Replacement,2026-05-11,STF0138,2000,6,Scheduled,Customer complaint follow-up
