PaymentID,BookingID,CustomerID,PaymentDate,PaymentTime,BaseAmount,TaxAmount,TotalAmount,PaymentMethod,PaymentGateway,TransactionID,PaymentStatus,RefundAmount
PAY005405,BKG000460,CUST00825,2024-09-15,00:11:00,800,144,944,Cash,Paytm,TXN4393919165ru,Failed,0
PAY005406,BKG006647,CUST00441,2024-06-20,00:12:00,2000,360,2360,Cash,Razorpay,TXN9480620952VW,Success,0
PAY005407,BKG008785,CUST02269,2025-02-20,00:22:00,1200,216,1416,Net Banking,CCAvenue,TXN7958607250Mm,Failed,0
PAY005408,BKG002713,CUST01316,2025-06-21,00:01:00,2000,360,2360,UPI,Razorpay,TXN3302068220un,Success,0
PAY005409,BKG007863,CUST00342,2024-05-27,00:05:00,1500,270,1770,UPI,PayU,TXN8452813497Gu,Success,0
PAY005410,BKG003101,CUST02294,2025-11-14,00:09:00,1000,180,1180,Debit Card,Paytm,TXN7523266103Jj,Success,0
PAY005411,BKG000110,CUST02456,2024-10-17,00:30:00,800,144,944,UPI,Razorpay,TXN1186205025Yu,Success,0
PAY005412,BKG005381,CUST01282,2024-05-12,00:10:00,1000,180,1180,Debit Card,PayU,TXN1309996294lY,Failed,0
PAY005413,BKG004080,CUST01908,2024-06-22,00:27:00,2500,450,2950,Wallet,PayU,TXN6497707034vy,Pending,0
PAY005414,BKG007790,CUST02279,2024-04-18,00:28:00,800,144,944,Cash,PayU,TXN2155527421zK,Success,0
PAY005415,BKG001543,CUST00599,2024-05-22,00:18:00,800,144,944,Cash,PayU,TXN1957594190qu,Success,0
PAY005416,BKG004186,CUST00679,2024-06-25,00:17:00,1500,270,1770,Debit Card,Cashfree,TXN4906547829jt,Success,0
PAY005417,BKG006053,CUST02317,2024-07-13,00:03:00,1000,180,1180,UPI,Razorpay,TXN0988666118Cd,Success,0
PAY005418,BKG009751,CUST02280,2024-10-04,00:07:00,2000,360,2360,Cash,Cashfree,TXN0749890061Jc,Success,0
PAY005419,BKG003952,CUST02183,2024-09-15,00:07:00,2000,360,2360,Credit Card,Cashfree,TXN2031556775lh,Success,0
PAY005420,BKG001429,CUST02001,2025-09-16,00:21:00,2000,360,2360,UPI,Instamojo,TXN6359244450CB,Pending,0
PAY005421,BKG009080,CUST00156,2024-12-30,00:14:00,2500,450,2950,Cash,Instamojo,TXN5478891559pN,Success,0
PAY005422,BKG003364,CUST00517,2026-02-08,00:12:00,1500,270,1770,Cash,Razorpay,TXN8977514258bF,Success,0
PAY005423,BKG005803,CUST02129,2024-02-19,00:15:00,2500,450,2950,Debit Card,Paytm,TXN4221203736aa,Success,0
PAY005424,BKG000159,CUST01796,2025-02-11,00:23:00,1800,324,2124,Wallet,Cashfree,TXN1452323291Ws,Pending,0
PAY005425,BKG000950,CUST00750,2024-06-25,00:29:00,2500,450,2950,Net Banking,Instamojo,TXN2041793953Gs,Success,0
PAY005426,BKG008451,CUST00086,2024-01-09,00:05:00,2500,450,2950,Wallet,Razorpay,TXN3071846609bp,Success,0
PAY005427,BKG000952,CUST01467,2024-05-01,00:27:00,1800,324,2124,Net Banking,Paytm,TXN5149033313Km,Refunded,2124
PAY005428,BKG004144,CUST02271,2026-03-30,00:02:00,1500,270,1770,Wallet,Cashfree,TXN6057207311xR,Failed,0
PAY005429,BKG007607,CUST01295,2024-05-16,00:09:00,2500,450,2950,Wallet,Cashfree,TXN6762386582zo,Success,0
PAY005430,BKG009054,CUST00394,2025-12-18,00:06:00,1500,270,1770,UPI,Cashfree,TXN0161803038CZ,Pending,0
PAY005431,BKG001486,CUST01883,2024-08-05,00:17:00,1200,216,1416,Credit Card,Instamojo,TXN9426340547wx,Success,0
PAY005432,BKG002287,CUST00479,2025-01-13,00:02:00,2000,360,2360,Credit Card,PayU,TXN1569832299eS,Success,0
PAY005433,BKG001814,CUST02419,2025-02-10,00:07:00,1000,180,1180,Net Banking,Paytm,TXN8128091917ES,Success,0
PAY005434,BKG006051,CUST01300,2026-02-07,00:27:00,2000,360,2360,Debit Card,Instamojo,TXN0198277179vz,Success,0
PAY005435,BKG009771,CUST00577,2025-09-25,00:06:00,1000,180,1180,Cash,Cashfree,TXN7858766121TC,Success,0
PAY005436,BKG005030,CUST01405,2025-02-18,00:04:00,800,144,944,Cash,Instamojo,TXN7444156574nZ,Success,0
PAY005437,BKG002682,CUST01821,2026-05-28,00:24:00,1000,180,1180,Wallet,Cashfree,TXN7598248132IY,Success,0
PAY005438,BKG003587,CUST01320,2025-12-23,00:19:00,2500,450,2950,Credit Card,Instamojo,TXN1801295584Qr,Success,0
PAY005439,BKG009830,CUST01744,2025-07-03,00:08:00,1500,270,1770,Debit Card,Paytm,TXN5735264071SU,Success,0
PAY005440,BKG008522,CUST02069,2026-03-18,00:26:00,2500,450,2950,Wallet,Razorpay,TXN4913104652Ft,Success,0
PAY005441,BKG006879,CUST00904,2025-05-26,00:13:00,2000,360,2360,Net Banking,Razorpay,TXN0456454312Kd,Success,0
PAY005442,BKG000132,CUST00546,2024-03-15,00:26:00,1200,216,1416,Credit Card,Razorpay,TXN3826512947lK,Success,0
PAY005443,BKG005831,CUST02104,2025-02-27,00:19:00,800,144,944,Debit Card,PayU,TXN9263370095he,Success,0
PAY005444,BKG005570,CUST01413,2025-12-10,00:04:00,1000,180,1180,Wallet,PayU,TXN3912227615Jq,Success,0
PAY005445,BKG005336,CUST02269,2025-08-28,00:11:00,1000,180,1180,Wallet,Cashfree,TXN2511874223hJ,Success,0
PAY005446,BKG002775,CUST01502,2024-04-08,00:19:00,1800,324,2124,Cash,Instamojo,TXN5831329757bm,Failed,0
PAY005447,BKG001263,CUST01952,2024-09-01,00:14:00,800,144,944,Cash,Instamojo,TXN4097181485to,Success,0
PAY005448,BKG005696,CUST01841,2024-03-30,00:23:00,1200,216,1416,Credit Card,CCAvenue,TXN6274818731EU,Success,0
PAY005449,BKG007612,CUST00503,2025-05-26,00:09:00,1200,216,1416,Wallet,CCAvenue,TXN8529764284PW,Refunded,1416
PAY005450,BKG007316,CUST00308,2026-01-07,00:30:00,1500,270,1770,Cash,CCAvenue,TXN6851926175RI,Success,0
PAY005451,BKG005166,CUST01978,2024-08-26,00:30:00,2500,450,2950,Cash,PayU,TXN6927429003Nh,Success,0
PAY005452,BKG008004,CUST01371,2025-08-19,00:16:00,1800,324,2124,Net Banking,Paytm,TXN6102811117ct,Success,0
PAY005453,BKG000064,CUST00741,2025-01-27,00:28:00,1500,270,1770,UPI,Razorpay,TXN0478737480xi,Success,0
PAY005454,BKG001009,CUST01985,2024-05-02,00:01:00,1000,180,1180,Debit Card,Instamojo,TXN1702073970Of,Success,0
PAY005455,BKG003555,CUST00156,2026-05-12,00:19:00,2000,360,2360,Debit Card,PayU,TXN6316295810CE,Refunded,2360
PAY005456,BKG003723,CUST02200,2024-08-22,00:07:00,1000,180,1180,Debit Card,Instamojo,TXN1967674166dz,Success,0
PAY005457,BKG008859,CUST01851,2026-03-30,00:02:00,800,144,944,Net Banking,Instamojo,TXN4858884442sv,Success,0
PAY005458,BKG009621,CUST01350,2024-06-24,00:04:00,1200,216,1416,Net Banking,PayU,TXN0498864538BJ,Success,0
PAY005459,BKG005510,CUST00067,2025-10-05,00:03:00,2500,450,2950,Wallet,PayU,TXN4512652766Cp,Success,0
PAY005460,BKG003374,CUST01719,2026-02-24,00:15:00,2500,450,2950,UPI,CCAvenue,TXN1552541783lf,Failed,0
PAY005461,BKG003367,CUST02318,2025-08-29,00:26:00,1500,270,1770,Net Banking,Razorpay,TXN1268186850zn,Refunded,1770
PAY005462,BKG005732,CUST00652,2026-04-05,00:22:00,2500,450,2950,Net Banking,Instamojo,TXN4585697710sx,Success,0
PAY005463,BKG000524,CUST01992,2026-04-24,00:12:00,1500,270,1770,Debit Card,PayU,TXN6882634242nx,Refunded,1770
PAY005464,BKG001818,CUST01186,2024-10-02,00:24:00,1200,216,1416,Cash,PayU,TXN9288700525fY,Success,0
PAY005465,BKG003579,CUST01502,2025-12-25,00:15:00,800,144,944,Credit Card,Razorpay,TXN3627258618lg,Success,0
PAY005466,BKG007252,CUST01166,2025-07-20,00:26:00,1500,270,1770,UPI,Instamojo,TXN1408487426hw,Success,0
PAY005467,BKG008251,CUST00414,2024-08-27,00:08:00,2500,450,2950,Net Banking,Cashfree,TXN4712162757Om,Refunded,2950
PAY005468,BKG007705,CUST00964,2025-05-06,00:09:00,1000,180,1180,Credit Card,CCAvenue,TXN3200611936JN,Success,0
PAY005469,BKG006909,CUST00356,2025-07-01,00:27:00,2500,450,2950,Net Banking,Instamojo,TXN5297480233Ow,Success,0
PAY005470,BKG001071,CUST02261,2025-11-04,00:29:00,2500,450,2950,Debit Card,Cashfree,TXN2358459638nQ,Success,0
PAY005471,BKG003963,CUST00412,2025-03-08,00:30:00,2000,360,2360,Cash,PayU,TXN8460749169Hh,Success,0
PAY005472,BKG004589,CUST02180,2024-03-26,00:13:00,800,144,944,Cash,Paytm,TXN5556139604EP,Success,0
PAY005473,BKG002869,CUST00883,2024-04-22,00:11:00,1000,180,1180,Wallet,Razorpay,TXN5104242584zx,Success,0
PAY005474,BKG009562,CUST01922,2026-04-21,00:29:00,1000,180,1180,Wallet,Paytm,TXN8993335717BJ,Success,0
PAY005475,BKG000433,CUST02350,2024-03-25,00:27:00,1200,216,1416,Credit Card,Razorpay,TXN5384994084VC,Success,0
PAY005476,BKG007766,CUST02342,2025-06-25,00:30:00,1000,180,1180,Debit Card,Razorpay,TXN7279728092FD,Success,0
PAY005477,BKG007248,CUST01326,2024-03-22,00:30:00,1200,216,1416,Wallet,PayU,TXN1400464087MI,Pending,0
PAY005478,BKG003113,CUST01991,2024-09-16,00:08:00,2500,450,2950,Credit Card,Instamojo,TXN1736188575jr,Pending,0
PAY005479,BKG001927,CUST00397,2025-06-04,00:14:00,1500,270,1770,UPI,Paytm,TXN5216420118dH,Success,0
PAY005480,BKG004299,CUST00636,2024-01-10,00:23:00,1800,324,2124,Cash,CCAvenue,TXN2954852112hZ,Success,0
PAY005481,BKG006865,CUST01145,2025-04-12,00:13:00,1200,216,1416,Net Banking,Instamojo,TXN5946333817KQ,Success,0
PAY005482,BKG007101,CUST00028,2024-10-03,00:26:00,1800,324,2124,Net Banking,CCAvenue,TXN8427690177by,Success,0
PAY005483,BKG004932,CUST01840,2025-11-01,00:06:00,2500,450,2950,Cash,Instamojo,TXN9053370193yo,Success,0
PAY005484,BKG007287,CUST01084,2024-11-08,00:06:00,1500,270,1770,Net Banking,Paytm,TXN9986514364Bl,Success,0
PAY005485,BKG008585,CUST00411,2024-06-02,00:16:00,2500,450,2950,Wallet,Razorpay,TXN9690545219cY,Success,0
PAY005486,BKG005491,CUST00013,2025-09-17,00:19:00,1500,270,1770,Net Banking,PayU,TXN9267125840sZ,Success,0
PAY005487,BKG006440,CUST01354,2025-01-25,00:29:00,1800,324,2124,Credit Card,PayU,TXN7608307354Ad,Success,0
PAY005488,BKG006123,CUST01149,2025-08-08,00:23:00,1000,180,1180,Credit Card,Cashfree,TXN0797407685Wy,Success,0
PAY005489,BKG009200,CUST00322,2024-05-11,00:28:00,800,144,944,Debit Card,Cashfree,TXN4492559334IG,Success,0
PAY005490,BKG006377,CUST01945,2026-05-21,00:22:00,800,144,944,Net Banking,Cashfree,TXN6954680022aQ,Success,0
PAY005491,BKG000730,CUST01891,2024-04-12,00:28:00,800,144,944,UPI,Paytm,TXN9764653175SN,Success,0
PAY005492,BKG009101,CUST00679,2024-05-02,00:16:00,2500,450,2950,Wallet,CCAvenue,TXN5962742334Qh,Failed,0
PAY005493,BKG006306,CUST01173,2025-12-20,00:21:00,800,144,944,Net Banking,Razorpay,TXN2834370375lz,Failed,0
PAY005494,BKG008334,CUST02417,2024-05-22,00:18:00,2000,360,2360,Net Banking,Paytm,TXN9685753916PM,Success,0
PAY005495,BKG007010,CUST02495,2025-01-15,00:19:00,1000,180,1180,Net Banking,Razorpay,TXN1394689332Ez,Refunded,1180
PAY005496,BKG007661,CUST00768,2026-05-31,00:21:00,1000,180,1180,Debit Card,Instamojo,TXN6163984811Dj,Success,0
PAY005497,BKG006677,CUST01959,2024-02-09,00:03:00,2500,450,2950,UPI,PayU,TXN2512574815Yn,Success,0
PAY005498,BKG000580,CUST00491,2025-07-19,00:01:00,2000,360,2360,Cash,Cashfree,TXN2460639818aH,Success,0
PAY005499,BKG008581,CUST00048,2026-05-01,00:04:00,1800,324,2124,UPI,Paytm,TXN5542060993NZ,Success,0
PAY005500,BKG002424,CUST00325,2025-05-05,00:15:00,800,144,944,Cash,Cashfree,TXN6007894935Xa,Success,0
PAY005501,BKG009214,CUST01285,2026-04-11,00:20:00,1200,216,1416,Net Banking,CCAvenue,TXN6177238207we,Success,0
PAY005502,BKG008817,CUST01963,2024-12-11,00:18:00,1500,270,1770,UPI,Instamojo,TXN1348657968ha,Success,0
PAY005503,BKG008878,CUST02413,2024-02-04,00:28:00,2500,450,2950,Credit Card,PayU,TXN3202240173Rk,Success,0
PAY005504,BKG001082,CUST00834,2026-05-24,00:13:00,2000,360,2360,Wallet,Paytm,TXN8159543124OA,Success,0
PAY005505,BKG002846,CUST00387,2026-02-13,00:20:00,2500,450,2950,Wallet,CCAvenue,TXN7400940437Jg,Success,0
PAY005506,BKG003241,CUST02099,2025-01-06,00:02:00,2500,450,2950,UPI,Instamojo,TXN4119587360AS,Success,0
PAY005507,BKG006955,CUST00297,2024-10-02,00:18:00,1000,180,1180,Credit Card,Razorpay,TXN3405130057lo,Success,0
PAY005508,BKG001389,CUST00687,2024-09-24,00:14:00,2000,360,2360,Wallet,Cashfree,TXN9532791823oh,Success,0
PAY005509,BKG004995,CUST02059,2025-05-05,00:21:00,800,144,944,UPI,CCAvenue,TXN6716299681QD,Success,0
PAY005510,BKG002327,CUST02220,2024-12-05,00:01:00,1200,216,1416,Debit Card,Paytm,TXN5481442335jQ,Failed,0
PAY005511,BKG006779,CUST01018,2026-01-18,00:30:00,1200,216,1416,Credit Card,PayU,TXN1560232474zH,Success,0
PAY005512,BKG000983,CUST01168,2024-08-28,00:05:00,1000,180,1180,UPI,Instamojo,TXN7927185513Dd,Success,0
PAY005513,BKG003348,CUST01812,2026-06-16,00:29:00,1500,270,1770,Wallet,Cashfree,TXN3597978087GO,Success,0
PAY005514,BKG004815,CUST00159,2024-03-27,00:23:00,1200,216,1416,Credit Card,PayU,TXN4178679393BM,Success,0
PAY005515,BKG004664,CUST00507,2024-07-21,00:16:00,800,144,944,Net Banking,Razorpay,TXN3949957202dn,Pending,0
PAY005516,BKG000680,CUST00170,2025-08-29,00:19:00,1500,270,1770,Debit Card,PayU,TXN5210481146HO,Success,0
PAY005517,BKG003946,CUST01628,2025-08-11,00:28:00,1000,180,1180,Debit Card,Cashfree,TXN1389331386mR,Failed,0
PAY005518,BKG005515,CUST00728,2025-12-01,00:06:00,800,144,944,Wallet,Instamojo,TXN4923524937VZ,Success,0
PAY005519,BKG007487,CUST00089,2025-06-05,00:13:00,1200,216,1416,Net Banking,Paytm,TXN1041762851ap,Failed,0
PAY005520,BKG000540,CUST00068,2026-05-01,00:14:00,1800,324,2124,Cash,CCAvenue,TXN0164040397WQ,Refunded,2124
PAY005521,BKG008968,CUST01728,2025-04-18,00:07:00,1500,270,1770,Debit Card,PayU,TXN6211880690rp,Success,0
PAY005522,BKG008313,CUST00616,2024-11-21,00:18:00,1800,324,2124,Credit Card,Cashfree,TXN8911482199Zh,Success,0
PAY005523,BKG004218,CUST01889,2025-08-22,00:27:00,1500,270,1770,Credit Card,Razorpay,TXN2062441850eQ,Success,0
PAY005524,BKG003443,CUST01832,2025-12-08,00:16:00,1800,324,2124,Credit Card,CCAvenue,TXN6641509957Vv,Success,0
PAY005525,BKG002134,CUST01828,2025-09-02,00:02:00,2500,450,2950,Wallet,CCAvenue,TXN6811343153lM,Success,0
PAY005526,BKG002285,CUST01249,2025-08-17,00:26:00,2500,450,2950,Net Banking,Razorpay,TXN3149392822nx,Success,0
PAY005527,BKG007320,CUST01426,2024-10-16,00:19:00,2000,360,2360,Wallet,Razorpay,TXN9634726247gM,Refunded,2360
PAY005528,BKG005179,CUST01264,2025-08-23,00:22:00,1500,270,1770,Credit Card,Razorpay,TXN3916527730IE,Success,0
PAY005529,BKG003242,CUST00433,2026-03-02,00:01:00,1000,180,1180,UPI,Instamojo,TXN2403648002Qw,Success,0
PAY005530,BKG004197,CUST01689,2024-09-08,00:07:00,1500,270,1770,Credit Card,PayU,TXN4064676517jE,Success,0
PAY005531,BKG003750,CUST02341,2025-11-20,00:24:00,1000,180,1180,Debit Card,PayU,TXN7532912365Vv,Success,0
PAY005532,BKG007942,CUST00292,2025-11-08,00:19:00,2000,360,2360,Cash,Instamojo,TXN6441493001Vx,Success,0
PAY005533,BKG006987,CUST01717,2025-09-15,00:15:00,1500,270,1770,Credit Card,Cashfree,TXN9038240309ki,Success,0
PAY005534,BKG004300,CUST02254,2024-02-24,00:05:00,2500,450,2950,Cash,CCAvenue,TXN8343644566mb,Refunded,2950
PAY005535,BKG001081,CUST01187,2024-03-10,00:10:00,2500,450,2950,Net Banking,CCAvenue,TXN9066958049rb,Success,0
PAY005536,BKG000861,CUST00781,2024-10-17,00:24:00,2500,450,2950,Debit Card,Cashfree,TXN6644651571FQ,Success,0
PAY005537,BKG005377,CUST00272,2024-05-11,00:29:00,1800,324,2124,Cash,Paytm,TXN9230028834KQ,Success,0
PAY005538,BKG001990,CUST01584,2024-11-17,00:15:00,1500,270,1770,Net Banking,CCAvenue,TXN2844550742NR,Success,0
PAY005539,BKG003755,CUST01375,2024-01-05,00:24:00,2500,450,2950,Debit Card,Paytm,TXN8280379440da,Success,0
PAY005540,BKG009594,CUST02165,2024-04-06,00:07:00,2500,450,2950,Credit Card,Razorpay,TXN1056897790oU,Success,0
PAY005541,BKG008236,CUST00218,2024-05-25,00:09:00,2500,450,2950,Net Banking,Instamojo,TXN6496442216LA,Success,0
PAY005542,BKG001529,CUST00536,2024-12-24,00:05:00,1200,216,1416,Wallet,Paytm,TXN8928697979os,Success,0
PAY005543,BKG004052,CUST02364,2024-12-20,00:22:00,2000,360,2360,UPI,CCAvenue,TXN8596357223Uf,Success,0
PAY005544,BKG005351,CUST01365,2024-01-17,00:19:00,1200,216,1416,Cash,Instamojo,TXN5260579481uD,Refunded,1416
PAY005545,BKG006141,CUST02119,2024-11-28,00:27:00,1000,180,1180,Credit Card,Razorpay,TXN5810015447xe,Success,0
PAY005546,BKG000068,CUST02334,2024-12-05,00:21:00,2500,450,2950,Wallet,Razorpay,TXN2457379848cT,Success,0
PAY005547,BKG002446,CUST00246,2024-03-05,00:08:00,1000,180,1180,Cash,Cashfree,TXN0203287078XK,Pending,0
PAY005548,BKG006737,CUST01099,2024-10-16,00:04:00,2000,360,2360,UPI,Razorpay,TXN6178322509Tg,Success,0
PAY005549,BKG001600,CUST02020,2025-09-08,00:20:00,2500,450,2950,Cash,Cashfree,TXN5573222232zc,Success,0
PAY005550,BKG006035,CUST00261,2026-05-26,00:13:00,1500,270,1770,Debit Card,Cashfree,TXN1754269883kd,Success,0
PAY005551,BKG007786,CUST01858,2024-05-21,00:24:00,1500,270,1770,Wallet,Instamojo,TXN9912423483PN,Success,0
PAY005552,BKG000054,CUST01320,2026-04-17,00:26:00,2000,360,2360,Credit Card,CCAvenue,TXN0618456727Gw,Success,0
PAY005553,BKG009786,CUST01407,2024-07-14,00:27:00,2000,360,2360,Net Banking,PayU,TXN7302394847SC,Success,0
PAY005554,BKG004729,CUST01636,2025-12-18,00:23:00,1500,270,1770,UPI,Paytm,TXN1467339092hp,Refunded,1770
PAY005555,BKG002334,CUST00635,2026-02-12,00:21:00,1000,180,1180,Wallet,Paytm,TXN7018327403hB,Success,0
PAY005556,BKG008507,CUST01347,2024-07-08,00:01:00,1500,270,1770,Wallet,Instamojo,TXN9474341881WW,Success,0
PAY005557,BKG009863,CUST02177,2026-04-20,00:10:00,1500,270,1770,Cash,PayU,TXN5765150218zq,Success,0
PAY005558,BKG008133,CUST00887,2024-02-02,00:27:00,2500,450,2950,Credit Card,Paytm,TXN5982194151EA,Success,0
PAY005559,BKG006991,CUST02144,2024-03-06,00:22:00,800,144,944,UPI,Instamojo,TXN3861890854aO,Success,0
PAY005560,BKG006352,CUST01651,2025-09-29,00:03:00,1800,324,2124,Cash,CCAvenue,TXN3032535559MU,Success,0
PAY005561,BKG004273,CUST02400,2025-08-15,00:20:00,1000,180,1180,Net Banking,Razorpay,TXN5397205600OA,Success,0
PAY005562,BKG003259,CUST02089,2025-02-27,00:21:00,2000,360,2360,Cash,CCAvenue,TXN4209225973NA,Success,0
PAY005563,BKG002540,CUST01756,2026-05-08,00:04:00,1200,216,1416,UPI,PayU,TXN7071060113OZ,Success,0
PAY005564,BKG002843,CUST01625,2026-05-29,00:23:00,800,144,944,Net Banking,CCAvenue,TXN0322323543mS,Success,0
PAY005565,BKG003851,CUST01415,2024-09-04,00:08:00,1500,270,1770,Cash,CCAvenue,TXN7453656026ET,Success,0
PAY005566,BKG008311,CUST00528,2024-10-15,00:08:00,2500,450,2950,Wallet,CCAvenue,TXN4121638245Ly,Success,0
PAY005567,BKG003701,CUST01467,2024-05-24,00:28:00,1000,180,1180,UPI,PayU,TXN2239724843KB,Success,0
PAY005568,BKG008578,CUST02232,2026-04-29,00:17:00,1200,216,1416,Net Banking,Paytm,TXN0996079391aw,Success,0
PAY005569,BKG007729,CUST01369,2024-02-08,00:05:00,2000,360,2360,Net Banking,Razorpay,TXN1507108165mS,Success,0
PAY005570,BKG007871,CUST00122,2026-05-09,00:20:00,800,144,944,Credit Card,Instamojo,TXN5985153209kJ,Success,0
PAY005571,BKG008490,CUST01138,2025-01-06,00:16:00,1500,270,1770,Credit Card,PayU,TXN3534249501uk,Success,0
PAY005572,BKG006802,CUST01774,2025-11-23,00:29:00,2000,360,2360,UPI,CCAvenue,TXN8006486157QD,Success,0
PAY005573,BKG009032,CUST01866,2024-12-31,00:01:00,1200,216,1416,Cash,Razorpay,TXN9932469649kH,Failed,0
PAY005574,BKG001746,CUST02138,2024-09-26,00:08:00,1200,216,1416,Wallet,Paytm,TXN9638999680gl,Success,0
PAY005575,BKG008499,CUST02250,2024-04-16,00:19:00,2000,360,2360,UPI,CCAvenue,TXN6699300547zr,Success,0
PAY005576,BKG001717,CUST00900,2025-01-28,00:07:00,1200,216,1416,Cash,Razorpay,TXN2494428281Gm,Failed,0
PAY005577,BKG003397,CUST01573,2024-02-08,00:17:00,2000,360,2360,UPI,Instamojo,TXN2551266917PI,Success,0
PAY005578,BKG002989,CUST01719,2024-03-18,00:22:00,2000,360,2360,Wallet,Razorpay,TXN2729721369Sb,Failed,0
PAY005579,BKG000309,CUST00427,2025-03-29,00:23:00,1500,270,1770,Wallet,PayU,TXN8660229631Aw,Success,0
PAY005580,BKG003503,CUST00754,2024-03-09,00:04:00,2500,450,2950,Cash,PayU,TXN0124040341EA,Success,0
PAY005581,BKG004887,CUST01414,2025-10-30,00:10:00,2500,450,2950,UPI,Paytm,TXN0971377793Hy,Failed,0
PAY005582,BKG003299,CUST01563,2025-10-24,00:05:00,1500,270,1770,Wallet,CCAvenue,TXN4047042086Zz,Success,0
PAY005583,BKG000966,CUST01751,2025-05-04,00:04:00,800,144,944,Wallet,Razorpay,TXN4786359430SS,Success,0
PAY005584,BKG007095,CUST02178,2026-03-31,00:09:00,1500,270,1770,Credit Card,Instamojo,TXN1226941535qm,Success,0
PAY005585,BKG009972,CUST01543,2024-05-16,00:01:00,1500,270,1770,Cash,Razorpay,TXN1870509822eW,Success,0
PAY005586,BKG009100,CUST01392,2025-06-04,00:16:00,1200,216,1416,Cash,Razorpay,TXN6259322408sO,Pending,0
PAY005587,BKG004850,CUST02402,2025-02-02,00:14:00,1500,270,1770,Wallet,Paytm,TXN0749383416ip,Success,0
PAY005588,BKG001519,CUST00185,2025-06-30,00:20:00,2000,360,2360,UPI,Razorpay,TXN2528744029hm,Success,0
PAY005589,BKG002764,CUST00990,2024-04-30,00:26:00,2500,450,2950,Debit Card,CCAvenue,TXN3227603921Kg,Failed,0
PAY005590,BKG005581,CUST01992,2025-10-21,00:18:00,1500,270,1770,Net Banking,Razorpay,TXN6580643855Ve,Success,0
PAY005591,BKG009258,CUST00676,2025-11-16,00:01:00,800,144,944,Debit Card,CCAvenue,TXN2998663180uG,Success,0
PAY005592,BKG007719,CUST00318,2026-01-22,00:08:00,1500,270,1770,Net Banking,Paytm,TXN3097690463ub,Success,0
PAY005593,BKG009132,CUST01683,2026-04-17,00:17:00,1000,180,1180,Net Banking,PayU,TXN7731885937Dx,Success,0
PAY005594,BKG006024,CUST01037,2025-08-05,00:07:00,1500,270,1770,Net Banking,PayU,TXN3359409533kP,Success,0
PAY005595,BKG009760,CUST02418,2024-12-29,00:22:00,1000,180,1180,Credit Card,Cashfree,TXN4335069844pn,Refunded,1180
PAY005596,BKG005470,CUST01778,2025-01-11,00:08:00,1800,324,2124,UPI,Instamojo,TXN8902547127Ia,Success,0
PAY005597,BKG000339,CUST00266,2024-06-03,00:21:00,1200,216,1416,Cash,PayU,TXN6644856786GM,Success,0
PAY005598,BKG001250,CUST01550,2024-04-29,00:24:00,2500,450,2950,Wallet,Paytm,TXN2685512701gH,Success,0
PAY005599,BKG002165,CUST01674,2026-04-06,00:17:00,1800,324,2124,Wallet,CCAvenue,TXN3606370554wA,Failed,0
PAY005600,BKG001119,CUST01057,2025-04-01,00:20:00,1000,180,1180,Net Banking,Cashfree,TXN5154142386et,Pending,0
PAY005601,BKG005976,CUST01775,2024-04-13,00:14:00,2500,450,2950,Cash,PayU,TXN5094138225XG,Success,0
PAY005602,BKG004659,CUST00132,2026-01-10,00:03:00,800,144,944,Cash,Instamojo,TXN1401011905cQ,Success,0
PAY005603,BKG001762,CUST00317,2024-07-15,00:02:00,800,144,944,Wallet,Razorpay,TXN4428164580PV,Pending,0
PAY005604,BKG000099,CUST02031,2024-11-14,00:19:00,1800,324,2124,UPI,Cashfree,TXN8106355197Yj,Success,0
PAY005605,BKG007712,CUST00581,2025-10-20,00:18:00,1200,216,1416,Credit Card,Paytm,TXN6344556582sF,Success,0
PAY005606,BKG009500,CUST01015,2025-07-16,00:04:00,2000,360,2360,Wallet,PayU,TXN6825845972jd,Success,0
PAY005607,BKG002377,CUST02078,2026-05-12,00:03:00,1500,270,1770,Cash,Instamojo,TXN5011600268tR,Pending,0
PAY005608,BKG008222,CUST00051,2025-08-26,00:28:00,1000,180,1180,Wallet,Razorpay,TXN9677761920iL,Success,0
PAY005609,BKG006819,CUST01221,2025-03-04,00:27:00,1800,324,2124,UPI,Razorpay,TXN7637755579tU,Success,0
PAY005610,BKG003787,CUST01340,2025-10-09,00:24:00,2500,450,2950,Cash,Instamojo,TXN3193667116kZ,Success,0
PAY005611,BKG008947,CUST01087,2024-01-01,00:30:00,1000,180,1180,Credit Card,Instamojo,TXN5352293862KP,Success,0
PAY005612,BKG000354,CUST00383,2025-01-05,00:15:00,1200,216,1416,UPI,Cashfree,TXN1879375937Oi,Success,0
PAY005613,BKG006447,CUST01541,2026-03-29,00:04:00,1200,216,1416,Debit Card,Cashfree,TXN7513158620Ee,Success,0
PAY005614,BKG001633,CUST00498,2024-07-15,00:12:00,1000,180,1180,Net Banking,Paytm,TXN3894778540CL,Failed,0
PAY005615,BKG003117,CUST01870,2025-05-28,00:19:00,2500,450,2950,Net Banking,PayU,TXN4539341123At,Success,0
PAY005616,BKG008164,CUST02006,2025-06-28,00:23:00,1000,180,1180,Cash,Paytm,TXN6285069672Ua,Refunded,1180
PAY005617,BKG000833,CUST00698,2024-05-12,00:19:00,800,144,944,Credit Card,Instamojo,TXN6474055037ua,Success,0
